id	doi
unige:1124	10.1136/thx.2007.093724
unige:1125	10.1002/mrm.21493
unige:1126	10.1177/0009922807310936
unige:1127	10.1007/s00281-008-0119-2
unige:1128	10.1097/QAD.0b013e3282fc9c03
unige:1129	10.1016/j.neuropsychologia.2008.04.006
unige:1130	10.1016/j.arth.2007.08.018
unige:1131	10.1016/j.neurobiolaging.2008.04.015
unige:1132	10.1159/000137672
unige:1133	10.1097/INF.0b013e318168d2b4
unige:1134	10.1002/hep.22317
unige:1135	10.1261/rna.1031408
unige:1136	10.1097/MCO.0b013e3282fcec49
unige:1137	10.1111/j.1600-0560.2007.00956.x
unige:1138	10.1002/ijc.23601
unige:1139	10.1016/j.mib.2008.05.005
unige:1140	10.1111/j.1471-4159.2008.05519.x
unige:1141	10.1111/j.1360-0443.2008.02264.x
unige:1142	10.1016/j.jneuroim.2008.04.033
unige:1143	10.1016/j.jhep.2008.03.033
unige:1144	10.1007/s00281-008-0127-2
unige:1145	10.1002/path.2380
unige:1146	10.1113/expphysiol.2008.042481
unige:1147	10.1002/glia.20715
unige:1148	10.1093/cvr/cvn171
unige:1149	10.1080/00016350802123126
unige:1150	10.1002/hep.22404
unige:1151	10.1016/j.athoracsur.2008.03.005
unige:1152	10.1136/bmj.a584
unige:1153	10.1186/1471-244X-8-55
unige:1154	10.1111/j.1399-3089.2008.00473.x
unige:1155	10.1016/j.neuropsychologia.2008.06.012
unige:1156	10.1016/j.jprot.2008.02.005
unige:1157	10.1172/JCI33760
unige:1158	10.1016/j.bbrc.2008.07.007
unige:1159	10.1016/j.neuroscience.2008.06.022
unige:1160	10.1016/j.clnu.2008.05.009
unige:1161	10.1021/ic802130z
unige:1162	10.1006/jmcc.1998.0657
unige:1164	10.1006/bbrc.1996.0632
unige:1165	10.1042/bj2980451
unige:1166	10.1042/bj2900477
unige:1168	10.1002/nbm.1267
unige:1169	10.1016/j.rmed.2008.03.013
unige:1170	10.1016/j.gaitpost.2008.05.006
unige:1171	10.1097/SLA.0b013e3181728a2d
unige:1172	10.1097/RLU.0b013e3181779259
unige:1173	10.1097/MPA.0b013e31815fcb1e
unige:1174	10.1007/s00247-008-0899-5
unige:1175	10.1016/j.ancard.2008.05.002
unige:1176	10.1016/j.physbeh.2008.05.013
unige:1177	10.1016/j.neuroimage.2008.05.016
unige:1178	10.1093/brain/awn137
unige:1179	10.1167/iovs.08-2413
unige:1180	10.1128/EC.00155-08
unige:1181	10.1002/rcm.3658
unige:1182	10.1124/mol.107.042820
unige:1183	10.1093/ejo/cjn008
unige:1184	10.1111/j.1600-051X.2008.01297.x
unige:1185	10.1111/j.1365-2516.2008.01843.x
unige:1186	10.4049/jimmunol.181.4.2846
unige:1187	10.1093/europace/eun187
unige:1188	10.1002/ajmg.a.32431
unige:1189	10.1159/000144086
unige:1190	10.1016/j.joms.2007.11.036
unige:1191	10.1016/j.joms.2008.01.046
unige:1192	10.1093/humrep/den264
unige:1193	10.1016/j.neuroimage.2008.06.025
unige:1194	10.1016/j.cct.2008.06.002
unige:1195	10.1002/pmic.200800066
unige:1196	10.1093/intimm/dxn086
unige:1197	10.1210/en.2008-0361
unige:1198	10.1111/j.1460-9568.2008.06403.x
unige:1199	10.1161/HYPERTENSIONAHA.108.114223
unige:1200	10.1182/blood-2008-05-155408
unige:1201	10.1038/bmt.2008.253
unige:1202	10.1007/s00018-008-8263-3
unige:1203	10.1111/j.1432-2277.2008.00743.x
unige:1205	10.1016/j.ejps.2008.11.015
unige:1206	10.1007/s11095-008-9662-8
unige:1207	10.1016/j.talanta.2008.11.029
unige:1208	10.1016/j.jpba.2008.11.040
unige:1209	10.1111/j.1399-5618.2008.00603.x
unige:1210	10.1016/j.healun.2008.04.012
unige:1211	10.1016/j.ajhg.2008.07.007
unige:11411	10.1038/sj.onc.1202477
unige:11412	10.1038/ni0208-117
unige:11414	10.1002/eji.200424938
unige:11415	10.1242/jcs.00836
unige:11416	10.1038/cr.2007.61
unige:11417	10.1038/ni1109
unige:11418	10.1093/nar/gkp116
unige:11419	10.1038/ki.1992.9
unige:11420	10.1016/0192-0561(95)00032-w
unige:11421	10.1111/j.1365-2249.2006.03117.x
unige:11423	10.1038/sj.gt.3300742
unige:11424	10.1083/jcb.200204092
unige:11425	10.1089/hum.2005.16.1157
unige:11426	10.1091/mbc.E05-06-0532
unige:11427	10.1159/000235563
unige:11429	10.4049/jimmunol.177.3.1646
unige:11430	10.1016/s0304-3835(98)00137-2
unige:11431	10.1084/jem.183.6.2523
unige:11432	10.1002/art.11107
unige:11433	10.1046/j.1432-0436.1999.6530151.x
unige:11436	10.1095/biolreprod62.4.895
unige:11437	10.1146/annurev.immunol.14.1.301
unige:11438	10.1074/jbc.M610060200
unige:11439	10.1093/brain/awl192
unige:11440	10.1074/jbc.M605666200
unige:11441	10.1073/pnas.0704312104
unige:11442	10.4049/jimmunol.172.11.7177
unige:11443	10.4049/jimmunol.173.4.2842
unige:11444	10.1073/pnas.0606707103
unige:11445	10.4049/jimmunol.165.6.2987
unige:11446	10.1038/3081
unige:11448	10.1093/emboj/21.6.1379
unige:11449	10.1038/ni883
unige:11450	10.1006/mthe.2002.0804
unige:11451	10.1074/jbc.M010438200
unige:11452	10.1085/jgp.20028713
unige:11453	10.1038/sj.clpt.6100295
unige:11455	10.1084/jem.188.6.1029
unige:11457	10.1128/jvi.74.13.6045-6049.2000
unige:11458	10.1016/s0923-2508(99)00106-0
unige:11462	10.1084/jem.174.5.1023
unige:11464	10.1172/JCI117364
unige:11465	10.1006/jaut.1995.0003
unige:11466	10.1038/9048
unige:11468	10.1016/s0014-5793(00)02362-0
unige:11473	10.1096/fj.09-135202
unige:11474	10.1172/jci118029
unige:11475	10.1182/blood.v97.11.3537
unige:11477	10.4049/jimmunol.173.7.4724
unige:11478	10.4049/jimmunol.174.2.702
unige:11479	10.1161/CIRCRESAHA.109.216036
unige:11482	10.1074/jbc.M406585200
unige:11483	10.1016/j.autrev.2004.11.010
unige:11484	10.1038/ki.1996.517
unige:11485	10.1159/000070706
unige:11486	10.1161/CIRCULATIONAHA.106.682054
unige:11488	10.1016/j.yexcr.2003.09.005
unige:11489	10.1093/intimm/dxh349
unige:11490	10.1161/CIRCULATIONAHA.109.908319
unige:11491	10.1210/me.2003-0025
unige:11495	10.1038/sj.leu.2404689
unige:11496	10.1182/blood.v99.10.3500
unige:11497	10.1016/s0002-9440(10)62331-0
unige:11498	10.1111/j.1365-2567.2007.02646.x
unige:11499	10.1016/j.atherosclerosis.2006.01.018
unige:11500	10.1016/j.diff.2008.12.002
unige:11502	10.4049/jimmunol.170.3.1150
unige:11504	10.1091/mbc.7.10.1535
unige:11505	10.1002/art.22062
unige:11506	10.1007/s002810100075
unige:11507	10.1074/jbc.M407813200
unige:11508	10.1096/fj.09-129577
unige:11509	10.1074/jbc.M207371200
unige:11510	10.1128/mcb.21.17.5699-5709.2001
unige:11512	10.1074/jbc.M101950200
unige:11513	10.1002/eji.200838140
unige:11514	10.1111/j.1365-3083.1987.tb02295.x
unige:11515	10.1161/01.cir.99.25.3315
unige:11516	10.1002/(sici)1521-4141(199909)29:09<2981::aid-immu2981>3.0.co;2-y
unige:11517	10.1093/intimm/dxq061
unige:11518	10.1093/brain/awq028
unige:11520	10.1016/S0021-9258(18)61077-4
unige:11521	10.1101/gad.11.9.1169
unige:11523	10.1046/j.1365-2141.2001.02899.x
unige:11524	10.1083/jcb.81.3.592
unige:11525	10.1634/stemcells.2008-0600
unige:11526	10.1016/j.ijpharm.2009.03.003
unige:11527	10.1073/pnas.0937718100
unige:11528	10.1016/j.febslet.2007.11.060
unige:11529	10.1038/labinvest.2010.65
unige:11530	10.1016/j.ceca.2005.06.016
unige:11531	10.1016/j.neurobiolaging.2005.09.036
unige:11532	10.1161/01.atv.18.5.693
unige:11533	10.4049/jimmunol.1000556
unige:11534	10.4049/jimmunol.178.7.4395
unige:11535	10.1073/pnas.87.24.10038
unige:11536	10.1093/nar/12.23.8899
unige:11538	10.1016/0168-9525(90)90271-7
unige:11540	10.1073/pnas.91.2.554
unige:11541	10.1128/mcb.14.2.1230
unige:11544	10.1146/annurev.immunol.19.1.331
unige:11545	10.1038/ni0903-819
unige:11546	10.1038/nri1708
unige:11549	10.1038/nature09106
unige:11551	10.4049/jimmunol.172.8.5078
unige:11552	10.1093/emboj/16.9.2262
unige:11553	10.1016/j.vaccine.2004.11.032
unige:11555	10.1111/j.1365-2567.2004.01783.x
unige:11557	10.4049/jimmunol.164.10.5515
unige:11558	10.1093/nar/gkm214
unige:11560	10.1158/0008-5472.CAN-08-2134
unige:11561	10.1016/j.exger.2005.01.007
unige:11562	10.1172/JCI17592
unige:11563	10.1084/jem.185.1.65
unige:11564	10.1002/(sici)1521-4141(199812)28:12<4257::aid-immu4257>3.0.co;2-h
unige:11566	10.1016/j.jaut.2009.11.001
unige:11567	10.1016/j.jaut.2010.01.001
unige:11568	10.1634/stemcells.2006-0466
unige:11569	10.1126/science.1149276
unige:11570	10.1016/j.biopsych.2009.04.033
unige:11571	10.1002/1521-4141(200002)30:2<481::AID-IMMU481>3.0.CO;2-L
unige:11575	10.1161/ATVBAHA.107.142117
unige:11578	10.4049/jimmunol.0900376
unige:11580	10.1016/0022-1759(96)00037-3
unige:11581	10.1083/jcb.142.3.873
unige:11582	10.1042/BJ20061903
unige:11583	10.1016/j.biochi.2007.05.004
unige:11584	10.1084/jem.171.5.1809
unige:11587	10.1084/jem.180.4.1329
unige:11589	10.4049/jimmunol.178.9.5879
unige:11590	10.1111/j.1476-5381.2010.00697.x
unige:11592	10.1101/gad.9.9.1021
unige:11594	10.1113/expphysiol.2005.032607
unige:11595	10.1111/j.1532-5415.2005.53421.x
unige:11596	10.1634/stemcells.2005-0226
unige:11597	10.1634/stemcells.2008-0319
unige:11598	10.1002/path.1824
unige:11600	10.1002/glia.20941
unige:11601	10.1016/s0008-6363(02)00409-1
unige:11603	10.1038/nrm809
unige:11604	10.4049/jimmunol.175.10.6909
unige:11606	10.4049/jimmunol.165.3.1665
unige:11607	10.1002/art.20623
unige:11609	10.1073/pnas.97.4.1560
unige:11610	10.1007/s10334-004-0066-4
unige:11612	10.1126/science.1172221
unige:11613	10.1016/s0360-3016(99)00426-5
unige:11614	10.1074/jbc.M200862200
unige:11615	10.1056/NEJM199709113371104
unige:11616	10.1093/intimm/11.3.461
unige:11617	10.1128/mcb.20.10.3364-3376.2000
unige:11618	10.1186/1476-5926-8-5
unige:11621	10.1038/modpathol.3880447
unige:11622	10.1002/path.2007
unige:11623	10.1002/path.2231
unige:11624	10.1172/JCI118975
unige:11627	10.1073/pnas.96.14.8098
unige:11628	10.1084/jem.194.4.393
unige:11629	10.1182/blood-2002-06-1855
unige:11630	10.1128/MCB.02189-05
unige:11633	10.1074/jbc.M008357200
unige:11636	10.1002/path.1399
unige:11637	10.1084/jem.20070600
unige:11639	10.1091/mbc.11.9.3109
unige:11640	10.1002/ijc.21428
unige:11641	10.1161/01.atv.19.12.2854
unige:11643	10.1097/01.asn.0000086473.23379.25
unige:11644	10.1172/JCI112022
unige:11646	10.1084/jem.183.4.1407
unige:11647	10.1016/j.copbio.2004.08.007
unige:11648	10.1080/1521654031000153049
unige:11650	10.1016/j.jclinepi.2009.11.013
unige:11651	10.1016/j.neurobiolaging.2008.05.016
unige:11652	10.1016/j.yexcr.2010.01.006
unige:11653	10.4049/jimmunol.0803892
unige:11654	10.1093/ndt/14.9.2192
unige:11655	10.1016/j.chroma.2005.01.083
unige:11656	10.1021/jm040770b
unige:11658	10.1002/ptr.1770
unige:11660	10.2533/000942905777676452
unige:11662	10.1002/pca.839
unige:11663	10.1039/c0cc01885f
unige:11664	10.1002/pca.826
unige:11665	10.1080/13880200500382720
unige:11667	10.1021/np040144h
unige:11668	10.1016/j.phytochem.2003.12.020
unige:11670	10.1016/j.chroma.2004.06.077
unige:11672	10.1016/j.jep.2004.03.006
unige:11673	10.1016/j.chroma.2004.08.086
unige:11676	10.1155/2010/293245
unige:11679	10.1088/1367-2630/11/11/113042
unige:11680	10.1126/science.1182103
unige:11681	10.1088/1367-2630/11/11/113019
unige:11682	10.1103/PhysRevA.78.043402
unige:11683	10.13097/archive-ouverte/unige:11683
unige:11684	10.1055/s-2004-832632
unige:11687	10.1016/S0367-326X(03)00052-2
unige:11688	10.1016/S0305-1978(03)00019-X
unige:11689	10.1107/S0108270103001355
unige:11690	10.1055/s-2003-38877
unige:11691	10.1002/pca.689
unige:11692	10.1002/chin.200352232
unige:11693	10.1021/np020366k
unige:11694	10.10211np0302495
unige:11696	10.1016/s0278-6915(02)00219-3
unige:11697	10.1080/13880200390502621
unige:11698	10.13097/archive-ouverte/unige:11698
unige:11699	10.1016/S0367-326X(03)00031-5
unige:11700	10.1021/np0202428
unige:11701	10.1016/S0031-9422(03)00154-7
unige:11708	10.1016/s0031-9422(02)00551-4
unige:11709	10.1016/S0305-1978(03)00119-4
unige:11711	10.1002/ptr.1260
unige:11712	10.1016/j.phytochem.2003.08.014
unige:11715	10.1016/S0021-9673(03)00303-0
unige:11716	10.1002.pca718
unige:11717	10.1021/np020512m
unige:11718	10.1002/pca.699
unige:11719	10.1016/j.chroma.2003.08.052
unige:11720	10.1002/ptr.970
unige:11721	10.1055/s-2002-20261
unige:11722	10.1021/np0201164
unige:11723	10.1076/phbi.40.7.485.14687
unige:11725	10.1055/s-2002-34413
unige:11726	10.1002/pca.614
unige:11727	10.1076/phbi.40.7.518.14680
unige:11728	10.1002/pca.623
unige:11729	10.1021/np0103867
unige:11731	10.1055/s-2002-26738
unige:11732	10.1021/np020024e
unige:11733	10.1007/bf02492257
unige:11735	10.1016/s0378-8741(00)00347-0
unige:11736	10.1016/s0031-9422(00)00423-4
unige:11737	10.1002/ptr.738
unige:11739	10.1016/s0031-9422(01)00302-8
unige:11740	10.1039/c0cc00811g
unige:11745	10.1021/np000597w
unige:11746	10.1016/s0367-326x(00)00250-1
unige:11748	10.1515/znc-2001-9-1010
unige:11749	10.1002/1522-2675(20011114)
unige:11750	10.1016/j.jlumin.2010.01.012
unige:11751	10.1049/el.2010.1626
unige:11752	10.1103/PhysRevLett.104.230404
unige:11754	10.1103/PhysRevLett.105.080503
unige:11755	10.13097/archive-ouverte/unige:11755
unige:11760	10.1103/PhysRevLett.104.170401
unige:11762	10.1038/ncomms1010
unige:11763	10.1103/PhysRevA.81.022103
unige:11764	10.1103/PhysRevLett.104.080502
unige:11765	10.1103/PhysRevLett.104.180504
unige:11766	10.1103/PhysRevLett.104.040503
unige:11775	10.1016/s0031-9422(00)00105-9
unige:11776	10.1016/s0031-9422(00)00233-8
unige:11778	10.1023/a:1007598922712
unige:11779	10.1055/s-2000-8542
unige:11783	10.1016/s0031-9422(99)00604-4
unige:11784	10.1109/JLT.2009.2039635
unige:11785	10.1016/j.nima.2009.05.031
unige:11786	10.1021Jnp990393j
unige:11787	10.1088/1367-2630/11/7/075001
unige:11788	10.1103/PhysRevA.79.063828
unige:11789	10.1364/JOSAB.27.00A137
unige:11791	10.2174/1385272003375923
unige:11792	10.1002/1099-1565(200011/12)11:6<380::aid-pca530>3.0.co;2-4
unige:11793	10.1016/s0031-9422(00)00046-7
unige:11796	10.1088/1367-2630/12/6/063027
unige:11797	10.1016/s0031-9422(00)00200-4
unige:11800	10.1007/978-3-642-13881-2_12
unige:11802	10.1007/s00216-010-3737-1
unige:11804	10.1088/0953-2048/23/4/045015
unige:11805	10.1039/b001980l
unige:11807	10.1140/epjd/e2010-00103-y
unige:11808	10.1076/1388-0209(200007)3831-sft222
unige:11809	10.1201/9781420006889.ch5
unige:11810	10.13097/archive-ouverte/unige:11810
unige:11812	10.1016/j.tetlet.2010.07.140
unige:11814	10.1103/PhysRevLett.105.070501
unige:11815	10.1002/1522-2675(20010131)84:1<222::aid-hlca222>3.0.co;2-r
unige:11817	10.13097/archive-ouverte/unige:11817
unige:11818	10.1007/3-7643-7338-5_2
unige:11824	10.13097/archive-ouverte/unige:11824
unige:11825	10.13097/archive-ouverte/unige:11825
unige:11826	10.13097/archive-ouverte/unige:11826
unige:11827	10.1016/j.ijpsycho.2008.07.009
unige:11828	10.1093/chemse/bjn052
unige:11831	10.1007/s10548-008-0050-9
unige:11832	10.1016/B0-12-369397-7/00338-1
unige:11834	10.1016/j.jneumeth.2007.05.030
unige:11839	10.1088/1751-8113/43/38/385303
unige:11840	10.1016/j.ijpsycho.2005.06.006
unige:11841	10.13097/archive-ouverte/unige:11841
unige:11842	10.13097/archive-ouverte/unige:11842
unige:11843	10.13097/archive-ouverte/unige:11843
unige:11844	10.13097/archive-ouverte/unige:11844
unige:11845	10.1201/9781420039443.ch1
unige:11847	10.1021/ic101220v
unige:11848	10.13097/archive-ouverte/unige:11848
unige:11849	10.13097/archive-ouverte/unige:11849
unige:11858	10.1016/j.crci.2010.02.009
unige:11859	10.1016/B0-12-226770-2/01651-3
unige:11860	10.13097/archive-ouverte/unige:11860
unige:11863	10.1016/j.biopsycho.2004.04.006
unige:11864	10.1016/j.ijpsycho.2004.03.005
unige:11865	10.1016/j.neulet.2003.10.014
unige:11869	10.13097/archive-ouverte/unige:11869
unige:11870	10.13097/archive-ouverte/unige:11870
unige:11871	10.13097/archive-ouverte/unige:11871
unige:11872	10.13097/archive-ouverte/unige:11872
unige:11875	10.1002/ange.201003559
unige:11876	10.1016/j.ejc.2009.02.003
unige:11879	10.1016/j.jcta.2009.10.013
unige:11880	10.13097/archive-ouverte/unige:11880
unige:11881	10.13097/archive-ouverte/unige:11881
unige:11882	10.1111/j.1467-9469.2009.00672.x
unige:11883	10.1590/s0102-46982009000100008
unige:11885	10.11606/issn.1981-1624.v4i7p139-150
unige:11886	10.1007/s00440-010-0313-8
unige:11888	10.1007/s11511-010-0053-8
unige:11889	10.3389/fncom.2010.00132
unige:11894	10.4171/ggd/77
unige:11902	10.13097/archive-ouverte/unige:11902
unige:11905	10.3917/balz.008.0389
unige:11908	10.2533/chimia.2008.685
unige:11910	10.1088/1751-8113/44/4/042001
unige:11914	10.13097/archive-ouverte/unige:11914
unige:11916	10.1007/s11005-010-0399-z
unige:11918	10.4171/EM/133
unige:11919	10.1007/s00220-010-1088-6
unige:11920	10.1088/1126-6708/2008/12/114
unige:11922	10.1007/s00220-010-1020-0
unige:11923	10.1063/1.3097755
unige:11930	10.13097/archive-ouverte/unige:11930
unige:11931	10.13097/archive-ouverte/unige:11931
unige:11940	10.13097/archive-ouverte/unige:11940
unige:11942	10.1002/cpa.20370
unige:11943	10.1007/s10955-010-9999-3
unige:11945	10.3934/jmd.2010.4.139
unige:11946	10.13097/archive-ouverte/unige:11946
unige:11952	10.1002/adsc.201000384
unige:11953	10.1021/ac100602d
unige:11955	10.4007/annals.2010.172.597
unige:11956	10.1007/s00220-010-1106-8
unige:11961	10.1016/j.disc.2009.03.024
unige:11963	10.1002/chem.201000471
unige:11964	10.1002/adsc.201000309
unige:11965	10.1016/j.topol.2009.07.018
unige:11980	10.1017/S0962492910000073
unige:11983	10.13097/archive-ouverte/unige:11983
unige:11984	10.1093/eic/51.2.208
unige:11985	10.2277/0521822556
unige:11988	10.1111/j.1475-6757.2000.tb01174.x
unige:12001	10.13097/archive-ouverte/unige:12001
unige:12027	10.13097/archive-ouverte/unige:12027
unige:12038	10.13097/archive-ouverte/unige:12038
unige:12049	10.1002/elps.201000245
unige:12051	10.13097/archive-ouverte/unige:12051
unige:12052	10.13097/archive-ouverte/unige:12052
unige:12053	10.13097/archive-ouverte/unige:12053
unige:12054	10.1093/imrn/rnq170
unige:12055	10.1051/proc:072102
unige:12057	10.13097/archive-ouverte/unige:12057
unige:12058	10.13097/archive-ouverte/unige:12058
unige:12059	10.1016/j.chroma.2010.08.060
unige:12060	10.1128/AAC.00770-08
unige:12061	10.1093/jac/dkn341
unige:12062	10.1073/pnas.1000489107
unige:12064	10.1007/s11005-006-0055-9
unige:12065	10.1002/anie.201003722
unige:12066	10.1007/s10543-006-0072-1
unige:12067	10.4171/EM/33
unige:12068	10.1016/0304-4149(92)90067-Z
unige:12073	10.2307/1427703
unige:12074	10.1007/BF01199010
unige:12077	10.1007/BF02310533
unige:12084	10.1007/BFb0084623
unige:12086	10.13097/archive-ouverte/unige:12086
unige:12087	10.1016/0012-365x(93)90052-u
unige:12088	10.2206/kyushujm.61.395
unige:12089	10.1007/s10474-009-9070-5
unige:12091	10.1016/j.crma.2006.01.006
unige:12092	10.1016/j.jalgebra.2006.03.050
unige:12095	10.1007/s00229-006-0021-y
unige:12096	10.13097/archive-ouverte/unige:12096
unige:12097	10.5802/aif.1373
unige:12098	10.1088/1742-5468/2010/07/P07023
unige:12099	10.1007/s11005-009-0299-2
unige:12101	10.1007/s00220-008-0488-3
unige:12102	10.1007/s00220-007-0302-7
unige:12103	10.1007/s10543-006-0066-z
unige:12104	10.1016/j.top.2006.01.004
unige:12105	10.1007/s10208-010-9065-1
unige:12106	10.1016/j.ejc.2003.09.023
unige:12107	10.1016/j.ejc.2006.06.004
unige:12108	10.2140/agt.2006.6.373
unige:12109	10.4153/cmb-2006-006-0
unige:12110	10.1088/0305-4470/39/42/003
unige:12112	10.1093/imanum/dri020
unige:12114	10.1007/s00229-005-0617-7
unige:12115	10.1017/CBO9780511721571.005
unige:12116	10.1007/s00209-005-0912-8
unige:12117	10.1155/IMRN/2006/87604
unige:12118	10.1007/s10915-004-4633-7
unige:12119	10.1007/s10543-005-7121-z
unige:12121	10.1007/s10543-004-5240-6
unige:12122	10.13097/archive-ouverte/unige:12122
unige:12123	10.1007/s00211-004-0520-2
unige:12124	10.1007/s10711-005-9016-1
unige:12125	10.1007/s10711-006-9087-7
unige:12127	10.13097/archive-ouverte/unige:12127
unige:12129	10.1112/S002461070502257X
unige:12130	10.1021/ol1017382
unige:12131	10.1039/c0cc02309d
unige:12132	10.1016/j.tetasy.2010.07.005
unige:12133	10.1007/s00222-005-0486-4
unige:12135	10.1007/s11005-006-0089-z
unige:12136	10.1007/s11005-006-0097-z
unige:12138	10.4171/cmh/80
unige:12140	10.1016/j.csda.2010.02.015
unige:12142	10.1007/BF01990349
unige:12143	10.1007/BF01385759
unige:12144	10.1016/j.aim.2004.10.013
unige:12145	10.1002/zamm.19930731112
unige:12146	10.1016/0926-2245(93)90023-T
unige:12147	10.1016/j.jalgebra.2005.01.003
unige:12148	10.1007/s10711-005-5538-9
unige:12149	10.1142/s0218196705002797
unige:12150	10.1088/1126-6708/2005/08/062
unige:12151	10.1007/s00285-005-0320-z
unige:12152	10.1007/s00216-010-4175-9
unige:12153	10.4310/mrl.2005.v12.n1.a3
unige:12154	10.1007/3-7643-7447-0_6
unige:12155	10.13097/archive-ouverte/unige:12155
unige:12160	10.13097/archive-ouverte/unige:12160
unige:12165	10.1080/13803611.2010.484969
unige:12197	10.1006/jctb.1993.1017
unige:12198	10.1007/s00440-004-0382-7
unige:12199	10.5802/aif.2109
unige:12200	10.1016/j.jalgebra.2005.02.014
unige:12201	10.1016/j.disc.2005.02.021
unige:12202	10.1016/j.exmath.2005.01.005
unige:12203	10.5802/aif.2136
unige:12204	10.1364/OE.18.022099
unige:12205	10.1017/S0013091504000653
unige:12206	10.1016/j.top.2005.01.001
unige:12211	10.13097/archive-ouverte/unige:12211
unige:12213	10.1112/S0024609305004522
unige:12215	10.1016/j.topol.2004.06.011
unige:12219	10.1017/s014338570500012x
unige:12220	10.1016/j.jmva.2004.01.007
unige:12221	10.1103/PhysRevA.82.042309
unige:12223	10.4171/CMH/35
unige:12224	10.1088/1126-6708/2005/03/035
unige:12225	10.1016/j.ansens.2004.11.004
unige:12226	10.1215/S0012-7094-05-13033-2
unige:12228	10.1016/j.ejc.2002.11.002
unige:12229	10.1002/rsa.20024
unige:12230	10.1002/anie.201003300
unige:12231	10.1002/adsc.201000517
unige:12232	10.1016/S0195-6698(03)00101-X
unige:12233	10.13097/archive-ouverte/unige:12233
unige:12234	10.13097/archive-ouverte/unige:12234
unige:12235	10.13097/archive-ouverte/unige:12235
unige:12237	10.3917/rfs.484.0693
unige:12240	10.3917/rfs.491.0127
unige:12241	10.3917/arss.180.0092
unige:12244	10.1016/j.chom.2010.09.002
unige:12245	10.1371/journal.ppat.1001132
unige:12246	10.1037/a0017092
unige:12247	10.1016/j.ijpsycho.2009.09.009
unige:12248	10.1007/s11031-009-9134-4
unige:12250	10.13097/archive-ouverte/unige:12250
unige:12251	10.13097/archive-ouverte/unige:12251
unige:12252	10.13097/archive-ouverte/unige:12252
unige:12258	10.1016/S0723-0869(04)80010-0
unige:12260	10.1017/S0305004103007278
unige:12261	10.1007/s00014-003-0777-6
unige:12263	10.1016/j.jfa.2003.06.007
unige:12264	10.1016/S0022-1236(03)00216-7
unige:12265	10.1016/j.crma.2003.11.019
unige:12266	10.1112/S0010437X04000338
unige:12267	10.1002/chem.201001311
unige:12268	10.1002/poc.1753
unige:12269	10.1016/j.crma.2004.06.015
unige:12270	10.1215/S0012-7094-04-12415-7
unige:12271	10.1007/s00013-004-4760-2
unige:12274	10.1007/s00017-003-0194-z
unige:12276	10.1007/s00026-004-0223-5
unige:12277	10.1017/S0962492902000144
unige:12278	10.1007/s00211-002-0428-7
unige:12279	10.1007/s10208-002-0062-x
unige:12280	10.13097/archive-ouverte/unige:12280
unige:12281	10.5802/aif.1996
unige:12282	10.1112/S0024611502013722
unige:12283	10.1142/S0218216503002494
unige:12284	10.1016/S1631-073X(03)00209-7
unige:12285	10.13097/archive-ouverte/unige:12285
unige:12286	10.1016/S0022-314X(03)00060-X
unige:12295	10.1007/s00229-002-0313-9
unige:12299	10.1016/S0723-0869(03)80014-2
unige:12300	10.1155/S1073792803130747
unige:12305	10.4310/mrl.2003.v10.n2.a12
unige:12306	10.1006/jabr.2001.9069
unige:12307	10.1016/S0012-365X(01)00360-0
unige:12308	10.1080/19404150903524523
unige:12309	10.2466/PR0.105.3.804-814
unige:12310	10.1891/1945–8959.8.3.246
unige:12314	10.13097/archive-ouverte/unige:12314
unige:12326	10.1023/A:1021989212020
unige:12327	10.1007/s006070170013
unige:12328	10.1093/imanum/21.1.439
unige:12333	10.4064/fm171-1-1
unige:12334	10.1017/S0024610701001995
unige:12335	10.1090/s0002-9947-01-02786-6
unige:12336	10.1016/S0040-9383(00)00020-3
unige:12337	10.5802/aif.1850
unige:12341	10.1007/978-0-387-77036-9
unige:12343	10.1007/3-540-30666-8
unige:12346	10.1007/978-3-540-78862-1
unige:12347	10.13097/archive-ouverte/unige:12347
unige:12349	10.5802/afst.1005
unige:12350	10.1016/S0764-4442(01)02142-5
unige:12351	10.1006/aama.2001.0750
unige:12352	10.1111/j.1365-2958.2010.07255.x
unige:12353	10.13097/archive-ouverte/unige:12353
unige:12354	10.13097/archive-ouverte/unige:12354
unige:12355	10.1016/S0764-4442(01)01946-2
unige:12356	10.1023/A:1022378621048
unige:12357	10.1007/s002110100292
unige:12358	10.1016/S1631-073X(02)02195-7
unige:12359	10.1016/s1631-073x(02)02499-8
unige:12360	10.1007/s00208010315
unige:12361	10.1007/s00039-002-8234-z
unige:12365	10.1007/pl00000559
unige:12366	10.1137/s1064827500379549
unige:12367	10.1007/bf02969409
unige:12369	10.1088/0305-4470/34/3/325
unige:12371	10.1016/S0550-3213(02)00873-8
unige:12372	10.1007/s00209-002-0434-6
unige:12376	10.1016/s0012-9593(01)01083-7
unige:12380	10.1016/S0764-4442(01)01986-3
unige:12384	10.1007/s000130050564
unige:12387	10.1088/0305-4470/34/11/311
unige:12392	10.1023/A:1010224617663
unige:12393	10.1515/crll.2001.061
unige:12402	10.13097/archive-ouverte/unige:12402
unige:12409	10.1007/PL00001669
unige:12418	10.5802/afst.957
unige:12420	10.5802/aif.1871
unige:12421	10.13097/archive-ouverte/unige:12421
unige:12423	10.1023/A:1008632119843
