PMID	Title	Authors	Citation	First Author	Journal/Book	Publication Year	Create Date	PMCID	NIHMS ID	DATA_PUBMED	DOI	PUBMED	AOU	id	OPENALEX	DOI_OPENALEX	ID_OPENALEX	is_oa	oa_status	date_openalex	PMID_OPENALEX
29351673	The Barrow Neurological Institute Grading Scale as a Predictor for Delayed Cerebral Ischemia and Outcome After Aneurysmal Subarachnoid Hemorrhage: Data From a Nationwide Patient Registry (Swiss SOS)	Neidert MC, Maldaner N, Stienen MN, Roethlisberger M, Zumofen DW, D'Alonzo D, Marbacher S, Maduri R, Hostettler IC, Schatlo B, Schneider MM, Seule MA, Schöni D, Goldberg J, Fung C, Arrighi M, Valsecchi D, Bijlenga P, Schaller K, Bozinov O, Regli L, Burkhardt JK; Swiss SOS study group.	Neurosurgery. 2018 Dec 1;83(6):1286-1293. doi: 10.1093/neuros/nyx609.	Neidert MC	Neurosurgery	2018	2018/01/20			1	10.1093/NEUROS/NYX609	1	0		0					0	0
29356829	Clinical, Biomarker, and Molecular Delineations and Genotype-Phenotype Correlations of Ataxia With Oculomotor Apraxia Type 1	Renaud M, Moreira MC, Ben Monga B, Rodriguez D, Debs R, Charles P, Chaouch M, Ferrat F, Laurencin C, Vercueil L, Mallaret M, M'Zahem A, Pacha LA, Tazir M, Tilikete C, Ollagnon E, Ochsner F, Kuntzer T, Jung HH, Beis JM, Netter JC, Djamshidian A, Bower M, Bottani A, Walsh R, Murphy S, Reiley T, Bieth É, Roelens F, Poll-The BT, Lourenço CM, Jardim LB, Straussberg R, Landrieu P, Roze E, Thobois S, Pouget J, Guissart C, Goizet C, Dürr A, Tranchant C, Koenig M, Anheim M.	JAMA Neurol. 2018 Apr 1;75(4):495-502. doi: 10.1001/jamaneurol.2017.4373.	Renaud M	JAMA Neurol	2018	2018/01/23	PMC5933354		1	10.1001/JAMANEUROL.2017.4373	1	0		0					0	0
29362479	Molecular mechanisms of cell death: recommendations of the Nomenclature Committee on Cell Death 2018	Galluzzi L, Vitale I, Aaronson SA, Abrams JM, Adam D, Agostinis P, Alnemri ES, Altucci L, Amelio I, Andrews DW, Annicchiarico-Petruzzelli M, Antonov AV, Arama E, Baehrecke EH, Barlev NA, Bazan NG, Bernassola F, Bertrand MJM, Bianchi K, Blagosklonny MV, Blomgren K, Borner C, Boya P, Brenner C, Campanella M, Candi E, Carmona-Gutierrez D, Cecconi F, Chan FK, Chandel NS, Cheng EH, Chipuk JE, Cidlowski JA, Ciechanover A, Cohen GM, Conrad M, Cubillos-Ruiz JR, Czabotar PE, D'Angiolella V, Dawson TM, Dawson VL, De Laurenzi V, De Maria R, Debatin KM, DeBerardinis RJ, Deshmukh M, Di Daniele N, Di Virgilio F, Dixit VM, Dixon SJ, Duckett CS, Dynlacht BD, El-Deiry WS, Elrod JW, Fimia GM, Fulda S, García-Sáez AJ, Garg AD, Garrido C, Gavathiotis E, Golstein P, Gottlieb E, Green DR, Greene LA, Gronemeyer H, Gross A, Hajnoczky G, Hardwick JM, Harris IS, Hengartner MO, Hetz C, Ichijo H, Jäättelä M, Joseph B, Jost PJ, Juin PP, Kaiser WJ, Karin M, Kaufmann T, Kepp O, Kimchi A, Kitsis RN, Klionsky DJ, Knight RA, Kumar S, Lee SW, Lemasters JJ, Levine B, Linkermann A, Lipton SA, Lockshin RA, López-Otín C, Lowe SW, Luedde T, Lugli E, MacFarlane M, Madeo F, Malewicz M, Malorni W, Manic G, et al.	Cell Death Differ. 2018 Mar;25(3):486-541. doi: 10.1038/s41418-017-0012-4. Epub 2018 Jan 23.	Galluzzi L	Cell Death Differ	2018	2018/01/25	PMC5864239		1	10.1038/S41418-017-0012-4	1	0		0					0	0
29363441	Severe Strongyloidiasis in Solid Organ Transplant Recipients: Should We Preventively Treat the Recipient, the Donor, or Both?	Eperon G, Tourret J, Ailioaie O, Paris L, Mercadal L, Mayaux J, Caumes E, Barrou B.	Am J Trop Med Hyg. 2018 Apr;98(4):941-944. doi: 10.4269/ajtmh.17-0234. Epub 2018 Jan 18.	Eperon G	Am J Trop Med Hyg	2018	2018/01/25	PMC5928809		1	10.4269/AJTMH.17-0234	1	0		0					0	0
29374852	Lymphovascular invasion after neoadjuvant chemotherapy is strongly associated with poor prognosis in breast carcinoma	Hamy AS, Lam GT, Laas E, Darrigues L, Balezeau T, Guerin J, Livartowski A, Sadacca B, Pierga JY, Vincent-Salomon A, Coussy F, Becette V, Bonsang-Kitzis H, Rouzier R, Feron JG, Benchimol G, Laé M, Reyal F.	Breast Cancer Res Treat. 2018 Jun;169(2):295-304. doi: 10.1007/s10549-017-4610-0. Epub 2018 Jan 27.	Hamy AS	Breast Cancer Res Treat	2018	2018/01/29			1	10.1007/S10549-017-4610-0	1	0		0					0	0
29376729	Observation of New Properties of Secondary Cosmic Rays Lithium, Beryllium, and Boron by the Alpha Magnetic Spectrometer on the International Space Station	Aguilar M, Ali Cavasonza L, Ambrosi G, Arruda L, Attig N, Aupetit S, Azzarello P, Bachlechner A, Barao F, Barrau A, Barrin L, Bartoloni A, Basara L, Başeğmez-du Pree S, Battarbee M, Battiston R, Becker U, Behlmann M, Beischer B, Berdugo J, Bertucci B, Bindel KF, Bindi V, de Boer W, Bollweg K, Bonnivard V, Borgia B, Boschini MJ, Bourquin M, Bueno EF, Burger J, Burger WJ, Cadoux F, Cai XD, Capell M, Caroff S, Casaus J, Castellini G, Cervelli F, Chae MJ, Chang YH, Chen AI, Chen GM, Chen HS, Cheng L, Chou HY, Choumilov E, Choutko V, Chung CH, Clark C, Clavero R, Coignet G, Consolandi C, Contin A, Corti C, Creus W, Crispoltoni M, Cui Z, Dadzie K, Dai YM, Datta A, Delgado C, Della Torre S, Demirköz MB, Derome L, Di Falco S, Dimiccoli F, Díaz C, von Doetinchem P, Dong F, Donnini F, Duranti M, D'Urso D, Egorov A, Eline A, Eronen T, Feng J, Fiandrini E, Fisher P, Formato V, Galaktionov Y, Gallucci G, García-López RJ, Gargiulo C, Gast H, Gebauer I, Gervasi M, Ghelfi A, Giovacchini F, Gómez-Coral DM, Gong J, Goy C, Grabski V, Grandi D, Graziani M, Guo KH, Haino S, Han KC, He ZH, Heil M, et al.	Phys Rev Lett. 2018 Jan 12;120(2):021101. doi: 10.1103/PhysRevLett.120.021101.	Aguilar M	Phys Rev Lett	2018	2018/01/30			1	10.1103/PHYSREVLETT.120.021101	1	0		0					0	0
29378216	Junctional adhesion molecule C (JAM-C) dimerization aids cancer cell migration and metastasis	Garrido-Urbani S, Vonlaufen A, Stalin J, De Grandis M, Ropraz P, Jemelin S, Bardin F, Scheib H, Aurrand-Lions M, Imhof BA.	Biochim Biophys Acta Mol Cell Res. 2018 Apr;1865(4):638-649. doi: 10.1016/j.bbamcr.2018.01.008. Epub 2018 Jan 31.	Garrido-Urbani S	Biochim Biophys Acta Mol Cell Res	2018	2018/01/30			1	10.1016/J.BBAMCR.2018.01.008	1	0		0					0	0
29380969	Au-delà de l’information partagée : « communicare » (être en relation)	Stiefel F, Allaz AF.	Rev Med Suisse. 2018 Jan 24;14(591):181-182.	Stiefel F	Rev Med Suisse	2018	2018/01/31			0		1	0		0					0	0
29380972	Prise en charge de la pneumonie en ambulatoire	Garin N.	Rev Med Suisse. 2018 Jan 24;14(591):187-189.	Garin N	Rev Med Suisse	2018	2018/01/31			0		1	0		0					0	0
29380980	Personne âgée aux urgences : l’organe qui parle est-il l’organe malade ?	Trombert V.	Rev Med Suisse. 2018 Jan 24;14(591):210-211.	Trombert V	Rev Med Suisse	2018	2018/01/31			0		1	0		0					0	0
29380985	Dyspnée d’origine neurodégénérative et neuromusculaire	Héritier Barras AC.	Rev Med Suisse. 2018 Jan 24;14(591):223-224.	Héritier Barras AC	Rev Med Suisse	2018	2018/01/31			0		1	0		0					0	0
29380996	Evaluation d’une dyspnée en consultation préopératoire	Licker M.	Rev Med Suisse. 2018 Jan 24;14(591):248-249.	Licker M	Rev Med Suisse	2018	2018/01/31			0		1	0		0					0	0
29382772	Outcome of transarterial treatment of dural arteriovenous fistulas with direct or indirect cortical venous drainage	Mantilla D, Le Corre M, Cagnazzo F, Gascou G, Eker O, Machi P, Riquelme C, Dargazanli C, Costalat V, Bonafe A, Lefevre PH.	J Neurointerv Surg. 2018 Oct;10(10):958-963. doi: 10.1136/neurintsurg-2017-013476. Epub 2018 Jan 30.	Mantilla D	J Neurointerv Surg	2018	2018/02/01			1	10.1136/NEURINTSURG-2017-013476	1	0		0					0	0
29383571	Variation in the speech signal as a window into the cognitive architecture of language production	Bürki A.	Psychon Bull Rev. 2018 Dec;25(6):1973-2004. doi: 10.3758/s13423-017-1423-4.	Bürki A	Psychon Bull Rev	2018	2018/02/01			1	10.3758/S13423-017-1423-4	1	0		0					0	0
29384277	[VIPoma : a rare etiology of diarrhea with hypokalemia]	André R, Koessler T, Polet D, Roth A, Ritz M, Kherad O.	Rev Med Suisse. 2018 Jan 31;14(592):289-293.	André R	Rev Med Suisse	2018	2018/02/01			0		1	0		0					0	0
29388783	Treatment of Peri-implantitis Using a Combined Decontaminative and Regenerative Protocol: Case Report	Valente NA, Andreana S.	Compend Contin Educ Dent. 2018 Feb;39(2):96-101.	Valente NA	Compend Contin Educ Dent	2018	2018/02/02			0		1	0		0					0	0
29397116	Prevention of arterial hypotension after spinal anaesthesia using vena cava ultrasound to guide fluid management	Ceruti S, Anselmi L, Minotti B, Franceschini D, Aguirre J, Borgeat A, Saporito A.	Br J Anaesth. 2018 Jan;120(1):101-108. doi: 10.1016/j.bja.2017.08.001. Epub 2017 Nov 23.	Ceruti S	Br J Anaesth	2018	2018/02/05			1	10.1016/J.BJA.2017.08.001	1	0		0					0	0
29412535	Se nourrir à l’hôpital en tant que professionnel de la santé	Luthy C.	Rev Med Suisse. 2018 Feb 7;14(593):352.	Luthy C	Rev Med Suisse	2018	2018/02/08			0		1	0		0					0	0
29425539	[Quality standards for ultrasonographic assessment of peripheral vascular malformations and vascular tumors. Report of the french society for vascular medicine. 2018 Update]	Laroche JP, Blaise S, Becker F, Laaeng Massoni C; le groupe de travail de la SFMV (Malformations Vasculaires de la Société Française de Médecine Vasculaire); Nou-Howaldt M, Pichot O, Desmurs-Clavel H, Jeancolas J, Jurus C, Sarlon-Bartoli G, Soulier-Sotto V, Thiel H, Sevestre-Pietri MA, Maloizel-Delaunay J, Mestre-Godin S.	J Med Vasc. 2018 Feb;43(1):36-51. doi: 10.1016/j.jdmv.2017.11.004. Epub 2018 Jan 3.	Laroche JP	J Med Vasc	2018	2018/02/10			1	10.1016/J.JDMV.2017.11.004	1	0		0					0	0
29426039	Prohormones in the Early Diagnosis of Cardiac Syncope	Badertscher P, Nestelberger T, de Lavallaz JDF, Than M, Morawiec B, Kawecki D, Miró Ò, López B, Martin-Sanchez FJ, Bustamante J, Geigy N, Christ M, Di Somma S, Peacock WF, Cullen L, Sarasin F, Flores D, Tschuck M, Boeddinghaus J, Twerenbold R, Wildi K, Sabti Z, Puelacher C, Rubini Giménez M, Kozhuharov N, Shrestha S, Strebel I, Rentsch K, Keller DI, Poepping I, Buser A, Kloos W, Lohrmann J, Kuehne M, Osswald S, Reichlin T, Mueller C.	J Am Heart Assoc. 2017 Dec 14;6(12):e006592. doi: 10.1161/JAHA.117.006592.	Badertscher P	J Am Heart Assoc	2017	2018/02/10	PMC5779001		1	10.1161/JAHA.117.006592	1	0		0					0	0
29434379	The Evolving Frontier of Digital Health: Opportunities for Pharmacists on the Horizon	Martin A, Brummond P, Vlasimsky T, Steffenhagen A, Langley J, Glowczewski J, Boyd A, Engels M, Hermann S, Skaff A.	Hosp Pharm. 2018 Feb;53(1):7-11. doi: 10.1177/0018578717738221. Epub 2017 Nov 3.	Martin A	Hosp Pharm	2018	2018/02/14	PMC5805015		1	10.1177/0018578717738221	1	0		0					0	0
29437406	Combined Forward-Backward Asymmetry Measurements in Top-Antitop Quark Production at the Tevatron	Aaltonen T, Abazov VM, Abbott B, Acharya BS, Adams M, Adams T, Agnew JP, Alexeev GD, Alkhazov G, Alton A, Amerio S, Amidei D, Anastassov A, Annovi A, Antos J, Apollinari G, Appel JA, Arisawa T, Artikov A, Asaadi J, Ashmanskas W, Askew A, Atkins S, Auerbach B, Augsten K, Aurisano A, Aushev V, Aushev Y, Avila C, Azfar F, Badaud F, Badgett W, Bae T, Bagby L, Baldin B, Bandurin DV, Banerjee S, Barbaro-Galtieri A, Barberis E, Baringer P, Barnes VE, Barnett BA, Barria P, Bartlett JF, Bartos P, Bassler U, Bauce M, Bazterra V, Bean A, Bedeschi F, Begalli M, Behari S, Bellantoni L, Bellettini G, Bellinger J, Benjamin D, Beretvas A, Beri SB, Bernardi G, Bernhard R, Bertram I, Besançon M, Beuselinck R, Bhat PC, Bhatia S, Bhatnagar V, Bhatti A, Bland KR, Blazey G, Blessing S, Bloom K, Blumenfeld B, Bocci A, Bodek A, Boehnlein A, Boline D, Boos EE, Borissov G, Bortoletto D, Borysova M, Boudreau J, Boveia A, Brandt A, Brandt O, Brigliadori L, Brochmann M, Brock R, Bromberg C, Bross A, Brown D, Brucken E, Bu XB, Budagov J, Budd HS, Buehler M, Buescher V, Bunichev V, Burdin S, Burkett K, Busetto G, et al.	Phys Rev Lett. 2018 Jan 26;120(4):042001. doi: 10.1103/PhysRevLett.120.042001.	Aaltonen T	Phys Rev Lett	2018	2018/02/14			1	10.1103/PHYSREVLETT.120.042001	1	0		0					0	0
29441201	Leech management before application on patient: a nationwide survey of practices in French university hospitals	Grau D, Masson R, Villiet M, Lamy B; French Hospitals Group.	Antimicrob Resist Infect Control. 2018 Feb 5;7:19. doi: 10.1186/s13756-018-0311-7. eCollection 2018.	Grau D	Antimicrob Resist Infect Control	2018	2018/02/15	PMC5800073		1	10.1186/S13756-018-0311-7	1	0		0					0	0
29455457	Authors' reply to the comment by Kendall et al	von Dincklage F, Jakuscheit A, Weth J, Lichtner G, Jurth C, Rehberg-Klug B.	Eur J Pain. 2018 Apr;22(4):823-824. doi: 10.1002/ejp.1208.	von Dincklage F	Eur J Pain	2018	2018/02/19			1	10.1002/EJP.1208	1	0		0					0	0
29461751	[Systemic juvenile onset idiopathic arthritis and adult onset still disease]	Theodoropoulou K, Georgin-Lavialle S.	Rev Med Suisse. 2018 Feb 14;14(594):372-377.	Theodoropoulou K	Rev Med Suisse	2018	2018/02/21			0		1	0		0					0	0
29461752	[Recurrent auto-inflammatory fevers : a practical diagnostic flow chart]	Carlomagno R, Hentgen V.	Rev Med Suisse. 2018 Feb 14;14(594):378-383.	Carlomagno R	Rev Med Suisse	2018	2018/02/21			0		1	0		0					0	0
29465870	Dialyse et réduction des coûts de la santé : des solutions éthiquement acceptables ?	Burnier M, Martin PY.	Rev Med Suisse. 2018 Feb 21;14(595):403-404.	Burnier M	Rev Med Suisse	2018	2018/02/22			0		1	0		0					0	0
29465871	[Treatment of hyperkalemia: 2.0 version]	Blanc C, Martin PY.	Rev Med Suisse. 2018 Feb 21;14(595):406-410.	Blanc C	Rev Med Suisse	2018	2018/02/22			0		1	0		0					0	0
29465875	[Calcific uremic arteriolopathy (calciphylaxis)  : update in 2018]	Alves C, Ernandez T, Stoermann Chopard C.	Rev Med Suisse. 2018 Feb 21;14(595):426-429.	Alves C	Rev Med Suisse	2018	2018/02/22			0		1	0		0					0	0
29465880	Double paradoxe	Luthy C.	Rev Med Suisse. 2018 Feb 21;14(595):443.	Luthy C	Rev Med Suisse	2018	2018/02/22			0		1	0		0					0	0
29465881	Dépistage du cancer colorectal : une place pour des biomarqueurs fécaux ?	Nguyen N.	Rev Med Suisse. 2018 Feb 21;14(595):444.	Nguyen N	Rev Med Suisse	2018	2018/02/22			0		1	0		0					0	0
29466337	The Beaker phenomenon and the genomic transformation of northwest Europe	Olalde I, Brace S, Allentoft ME, Armit I, Kristiansen K, Booth T, Rohland N, Mallick S, Szécsényi-Nagy A, Mittnik A, Altena E, Lipson M, Lazaridis I, Harper TK, Patterson N, Broomandkhoshbacht N, Diekmann Y, Faltyskova Z, Fernandes D, Ferry M, Harney E, de Knijff P, Michel M, Oppenheimer J, Stewardson K, Barclay A, Alt KW, Liesau C, Ríos P, Blasco C, Miguel JV, García RM, Fernández AA, Bánffy E, Bernabò-Brea M, Billoin D, Bonsall C, Bonsall L, Allen T, Büster L, Carver S, Navarro LC, Craig OE, Cook GT, Cunliffe B, Denaire A, Dinwiddy KE, Dodwell N, Ernée M, Evans C, Kuchařík M, Farré JF, Fowler C, Gazenbeek M, Pena RG, Haber-Uriarte M, Haduch E, Hey G, Jowett N, Knowles T, Massy K, Pfrengle S, Lefranc P, Lemercier O, Lefebvre A, Martínez CH, Olmo VG, Ramírez AB, Maurandi JL, Majó T, McKinley JI, McSweeney K, Mende BG, Modi A, Kulcsár G, Kiss V, Czene A, Patay R, Endrődi A, Köhler K, Hajdu T, Szeniczey T, Dani J, Bernert Z, Hoole M, Cheronet O, Keating D, Velemínský P, Dobeš M, Candilio F, Brown F, Fernández RF, Herrero-Corral AM, Tusa S, Carnieri E, Lentini L, Valenti A, Zanini A, Waddington C, Delibes G, et al.	Nature. 2018 Mar 8;555(7695):190-196. doi: 10.1038/nature25738. Epub 2018 Feb 21.	Olalde I	Nature	2018	2018/02/22	PMC5973796	NIHMS934070	1	10.1038/NATURE25738	1	0		0					0	0
29466477	mySinusitisCoach: patient empowerment in chronic rhinosinusitis using mobile technology	Seys SF, Bousquet J, Bachert C, Fokkens WJ, Agache I, Bernal-Sprekelsen M, Callebaut I, Cardel LO, Carrie S, Castelnuovo P, Cathcart R, Constantinidis J, Cools L, Cornet M, Clement G, de Sousa JC, Cox T, Doulaptsi M, Gevaert P, Hopkins C, Hox V, Hummel T, Hosemann W, Jacobs R, Jorissen M, Landis BN, Leunig A, Lund VJ, Mullol J, Onerci M, Palkonen S, Proano I, Prokopakis E, Ryan D, Riechelmann H, Saevels J, Segboer C, Speleman K, Steinsvik EA, Surda P, Tomazic PV, Vanderveken O, Van Gerven L, Van Zele T, Verhaeghe B, Vierstraete K, Vlaminck S, Wilkinson J, Williams S, Pugin B, Hellings PW.	Rhinology. 2018 Sep 1;56(3):209-215. doi: 10.4193/Rhin17.253.	Seys SF	Rhinology	2018	2018/02/22			1	10.4193/RHIN17.253	1	0		0					0	0
29489133	L’acide tranexamique améliore-t-il le pronostic des patientes victimes d’hémorragie du post-partum ?	Regard S, Suppan L, Sarasin F.	Rev Med Suisse. 2018 Feb 28;14(596):500.	Regard S	Rev Med Suisse	2018	2018/03/01			0		1	0		0					0	0
29512946	L’homme et les microbes : les deux faces d’une même médaille	Hügle T, Gabay C.	Rev Med Suisse. 2018 Mar 7;14(597):507.	Hügle T	Rev Med Suisse	2018	2018/03/08			0		1	0		0					0	0
29512947	[Septic arthritis diagnosis : the role of microbiology]	D'Incau S, Emonet S.	Rev Med Suisse. 2018 Mar 7;14(597):509-515.	D'Incau S	Rev Med Suisse	2018	2018/03/08			0		1	0		0					0	0
29512948	[Management of septic arthritis]	Debrach AC, Lazarou I, Gabay C, Uçkay I.	Rev Med Suisse. 2018 Mar 7;14(597):516-521.	Debrach AC	Rev Med Suisse	2018	2018/03/08			0		1	0		0					0	0
29519466	Bodily self-consciousness and its disorders	Ronchi R, Park HD, Blanke O.	Handb Clin Neurol. 2018;151:313-330. doi: 10.1016/B978-0-444-63622-5.00015-2.	Ronchi R	Handb Clin Neurol	2018	2018/03/10			1	10.1016/B978-0-444-63622-5.00015-2	1	0		0					0	0
29523857	Physical Exercise and Spatial Training: A Longitudinal Study of Effects on Cognition, Growth Factors, and Hippocampal Plasticity	Woost L, Bazin PL, Taubert M, Trampel R, Tardif CL, Garthe A, Kempermann G, Renner U, Stalla G, Ott DVM, Rjosk V, Obrig H, Villringer A, Roggenhofer E, Klein TA.	Sci Rep. 2018 Mar 9;8(1):4239. doi: 10.1038/s41598-018-19993-9.	Woost L	Sci Rep	2018	2018/03/11	PMC5844866		1	10.1038/S41598-018-19993-9	1	0		0					0	0
29531990	Development and validation of a short Italian UPPS-P Impulsive Behavior Scale	D'Orta I, Burnay J, Aiello D, Niolu C, Siracusano A, Timpanaro L, Khazaal Y, Billieux J.	Addict Behav Rep. 2015 Apr 24;2:19-22. doi: 10.1016/j.abrep.2015.04.003. eCollection 2015 Dec.	D'Orta I	Addict Behav Rep	2015	2018/03/14	PMC5845970		1	10.1016/J.ABREP.2015.04.003	1	0		0					0	0
29536581	Sonographic examination of uterine niche in non-pregnant women: a modified Delphi procedure	Jordans IPM, de Leeuw RA, Stegwee SI, Amso NN, Barri-Soldevila PN, van den Bosch T, Bourne T, Brölmann HAM, Donnez O, Dueholm M, Hehenkamp WJK, Jastrow N, Jurkovic D, Mashiach R, Naji O, Streuli I, Timmerman D, van der Voet LF, Huirne JAF.	Ultrasound Obstet Gynecol. 2019 Jan;53(1):107-115. doi: 10.1002/uog.19049.	Jordans IPM	Ultrasound Obstet Gynecol	2019	2018/03/15	PMC6590297		1	10.1002/UOG.19049	1	0		0					0	0
29537742	[Fertility and cancer in young adults : cured, but what about having children ?]	Gaignard ME, Bénard J, Lang N.	Rev Med Suisse. 2018 Mar 14;14(598):558-562.	Gaignard ME	Rev Med Suisse	2018	2018/03/15			0		1	0		0					0	0
29538381	Taxonomy based on science is necessary for global conservation	Thomson SA, Pyle RL, Ahyong ST, Alonso-Zarazaga M, Ammirati J, Araya JF, Ascher JS, Audisio TL, Azevedo-Santos VM, Bailly N, Baker WJ, Balke M, Barclay MVL, Barrett RL, Benine RC, Bickerstaff JRM, Bouchard P, Bour R, Bourgoin T, Boyko CB, Breure ASH, Brothers DJ, Byng JW, Campbell D, Ceríaco LMP, Cernák I, Cerretti P, Chang CH, Cho S, Copus JM, Costello MJ, Cseh A, Csuzdi C, Culham A, D'Elía G, d'Udekem d'Acoz C, Daneliya ME, Dekker R, Dickinson EC, Dickinson TA, van Dijk PP, Dijkstra KB, Dima B, Dmitriev DA, Duistermaat L, Dumbacher JP, Eiserhardt WL, Ekrem T, Evenhuis NL, Faille A, Fernández-Triana JL, Fiesler E, Fishbein M, Fordham BG, Freitas AVL, Friol NR, Fritz U, Frøslev T, Funk VA, Gaimari SD, Garbino GST, Garraffoni ARS, Geml J, Gill AC, Gray A, Grazziotin FG, Greenslade P, Gutiérrez EE, Harvey MS, Hazevoet CJ, He K, He X, Helfer S, Helgen KM, van Heteren AH, Hita Garcia F, Holstein N, Horváth MK, Hovenkamp PH, Hwang WS, Hyvönen J, Islam MB, Iverson JB, Ivie MA, Jaafar Z, Jackson MD, Jayat JP, Johnson NF, Kaiser H, Klitgård BB, Knapp DG, Kojima JI, Kõljalg U, Kontschán J, Krell FT, Krisai-Greilhuber I, Kullander S, Latella L, Lattke JE, Lencioni V, et al.	PLoS Biol. 2018 Mar 14;16(3):e2005075. doi: 10.1371/journal.pbio.2005075. eCollection 2018 Mar.	Thomson SA	PLoS Biol	2018	2018/03/15	PMC5851535		1	10.1371/JOURNAL.PBIO.2005075	1	0		0					0	0
29548488	Comparison of whole body magnetic resonance imaging (WBMRI) to whole body computed tomography (WBCT) or (18)F-fluorodeoxyglucose positron emission tomography/CT ((18)F-FDG PET/CT) in patients with myeloma: Systematic review of diagnostic performance	Gariani J, Westerland O, Natas S, Verma H, Cook G, Goh V.	Crit Rev Oncol Hematol. 2018 Apr;124:66-72. doi: 10.1016/j.critrevonc.2018.02.012. Epub 2018 Mar 2.	Gariani J	Crit Rev Oncol Hematol	2018	2018/03/18			1	10.1016/J.CRITREVONC.2018.02.012	1	0		0					0	0
29549222	Are we close to the twilight of IV thrombolysis for acute ischemic stroke patients with large vessel occlusion?	Carrera E, Strbian D.	Neurology. 2018 Apr 10;90(15):673-674. doi: 10.1212/WNL.0000000000005281. Epub 2018 Mar 16.	Carrera E	Neurology	2018	2018/03/18			1	10.1212/WNL.0000000000005281	1	0		0					0	0
29550142	Travel and acquisition of multidrug-resistant Enterobacteriaceae	Armand-Lefèvre L, Andremont A, Ruppé E.	Med Mal Infect. 2018 Oct;48(7):431-441. doi: 10.1016/j.medmal.2018.02.005. Epub 2018 Mar 14.	Armand-Lefèvre L	Med Mal Infect	2018	2018/03/19			1	10.1016/J.MEDMAL.2018.02.005	1	0		0					0	0
29558280	Statistical and Clinical Significance in the TERRA Study	Di Nardo P, Addeo A.	J Clin Oncol. 2018 May 1;36(13):1379-1380. doi: 10.1200/JCO.2018.77.9595. Epub 2018 Mar 20.	Di Nardo P	J Clin Oncol	2018	2018/03/21			1	10.1200/JCO.2018.77.9595	1	0		0					0	0
29560035	Arthroscopically-assisted Latarjet: an easy and reproducible technique for improving the accuracy of graft and screw placement	Taverna E, Guarrella V, Cartolari R, Ufenast H, Broffoni L, Barea C, Garavaglia G.	Shoulder Elbow. 2018 Apr;10(2):99-106. doi: 10.1177/1758573217706701. Epub 2017 May 15.	Taverna E	Shoulder Elbow	2018	2018/03/22	PMC5851123		1	10.1177/1758573217706701	1	0		0					0	0
29560046	Implementation of a Rapid, Protocol-based TIA Management Pathway	Jarhult SJ, Howell ML, Barnaure-Nachbar I, Chang Y, White BA, Amatangelo M, Brown DF, Singhal AB, Schwamm LH, Silverman SB, Goldstein JN.	West J Emerg Med. 2018 Mar;19(2):216-223. doi: 10.5811/westjem.2017.9.35341. Epub 2018 Feb 8.	Jarhult SJ	West J Emerg Med	2018	2018/03/22	PMC5851491		1	10.5811/WESTJEM.2017.9.35341	1	0		0					0	0
29560187	Large, heterometallic coordination cages based on ditopic metallo-ligands with 3-pyridyl donor groups	Wise MD, Holstein JJ, Pattison P, Besnard C, Solari E, Scopelliti R, Bricogne G, Severin K.	Chem Sci. 2015 Feb 1;6(2):1004-1010. doi: 10.1039/c4sc03046j. Epub 2014 Nov 11.	Wise MD	Chem Sci	2015	2018/03/22	PMC5811078		1	10.1039/C4SC03046J	1	0		0					0	0
29566024	Diversification rates indicate an early role of adaptive radiations at the origin of modern echinoid fauna	Boivin S, Saucède T, Laffont R, Steimetz E, Neige P.	PLoS One. 2018 Mar 22;13(3):e0194575. doi: 10.1371/journal.pone.0194575. eCollection 2018.	Boivin S	PLoS One	2018	2018/03/23	PMC5864014		1	10.1371/JOURNAL.PONE.0194575	1	0		0					0	0
29610026	Epithelial remodeling after corneal crosslinking using higher fluence and accelerated treatment time	Haberman ID, Lang PZ, Broncano AF, Kim SW, Hafezi F, Randleman JB.	J Cataract Refract Surg. 2018 Mar;44(3):306-312. doi: 10.1016/j.jcrs.2017.12.021. Epub 2018 Mar 30.	Haberman ID	J Cataract Refract Surg	2018	2018/04/04			1	10.1016/J.JCRS.2017.12.021	1	0		0					0	0
29615579	Histologic Assessment of Drug-Eluting Grafts Related to Implantation Site	Tille JC, de Valence S, Mandracchia D, Nottelet B, Innocente F, Gurny R, Möller M, Walpoth BH.	J Dev Biol. 2016 Feb 20;4(1):11. doi: 10.3390/jdb4010011.	Tille JC	J Dev Biol	2016	2018/04/05	PMC5831816		1	10.3390/JDB4010011	1	0		0					0	0
