856_domain	date	DATA	BIOMED	discipline_clinical	discipline_basic	discipline_biology	discipline_pharma	discipline_affective	discipline_dentistry	discipline_medicine_general	discipline_neurosciences	FUNDER	FNS_FUNDER	EU_FUNDER
COMONCA.ORG.CN	2011	0	1	0	0	1	0	0	0	0	0	1	1	0
COMPARATIVEMIGRATIONSTUDIES.SPRINGEROPEN.COM	2017	0	0	0	0	0	0	0	0	0	0	0	0	0
COMPARATIVEMIGRATIONSTUDIES.SPRINGEROPEN.COM	2021	0	1	1	0	0	0	0	0	0	0	1	1	0
COMPARATIVEPOPULATIONSTUDIES.DE	2020	0	0	0	0	0	0	0	0	0	0	0	0	0
COMPARATIVEPOPULATIONSTUDIES.DE	2023	0	0	0	0	0	0	0	0	0	0	0	0	0
COMPTES-RENDUS.ACADEMIE-SCIENCES.FR	2021	0	0	0	0	0	0	0	0	0	0	0	0	0
COMPTRASEC.U-BORDEAUX.FR	2017	0	0	0	0	0	0	0	0	0	0	2	2	0
COMPTRASEC.U-BORDEAUX4.FR	1984	0	0	0	0	0	0	0	0	0	0	0	0	0
COMPUTER.ORG	2001	0	0	0	0	0	0	0	0	0	0	0	0	0
COMPUTER.ORG	2002	0	0	0	0	0	0	0	0	0	0	0	0	0
COMPUTER.ORG	2017	0	1	0	0	0	0	1	0	0	0	1	1	0
CONBIO.ONLINELIBRARY.WILEY.COM	2014	0	0	0	0	0	0	0	0	0	0	0	0	0
CONBIO.ONLINELIBRARY.WILEY.COM	2018	0	0	0	0	0	0	0	0	0	0	0	0	0
CONBIO.ONLINELIBRARY.WILEY.COM	2019	0	0	0	0	0	0	0	0	0	0	0	0	0
CONBIO.ONLINELIBRARY.WILEY.COM	2024	0	0	0	0	0	0	0	0	0	0	0	0	0
CONCURRENCES.COM	2012	0	0	0	0	0	0	0	0	0	0	0	0	0
CONCURRENCES.COM	2013	0	0	0	0	0	0	0	0	0	0	0	0	0
CONCURRENCES.COM	2014	0	0	0	0	0	0	0	0	0	0	0	0	0
CONCURRENCES.COM	2016	0	0	0	0	0	0	0	0	0	0	0	0	0
CONCURRENCES.COM	2018	0	0	0	0	0	0	0	0	0	0	0	0	0
CONCURRENCES.COM	2020	0	0	0	0	0	0	0	0	0	0	0	0	0
CONDITIONMED.ORG	2022	0	1	0	1	0	0	0	0	0	0	1	1	1
CONDMATJCLUB.ORG	2021	0	0	0	0	0	0	0	0	0	0	0	0	0
CONFERENCE.EADTU.EU	2018	0	0	0	0	0	0	0	0	0	0	0	0	0
CONFERENCE.PIXEL-ONLINE.NET	2012	0	0	0	0	0	0	0	0	0	0	0	0	0
CONFLICTANDHEALTH.BIOMEDCENTRAL.COM	2010	0	0	0	0	0	0	0	0	0	0	0	0	0
CONFLICTANDHEALTH.BIOMEDCENTRAL.COM	2017	0	1	1	0	0	0	0	0	0	0	0	0	0
CONFLICTANDHEALTH.BIOMEDCENTRAL.COM	2018	0	1	1	0	0	0	0	0	0	0	0	0	0
CONFLICTANDHEALTH.BIOMEDCENTRAL.COM	2021	0	1	1	0	0	0	0	0	0	0	0	0	0
CONFLICTANDHEALTH.COM	2015	0	1	1	0	0	0	0	0	0	0	0	0	0
CONFLICTOFLAWS.NET	2020	0	0	0	0	0	0	0	0	0	0	0	0	0
CONFLICTOFLAWS.NET	2021	0	0	0	0	0	0	0	0	0	0	0	0	0
CONFLUENCEDESDROITS-LAREVUE.COM	2020	0	0	0	0	0	0	0	0	0	0	0	0	0
CONFTOOL.PRO	2022	0	0	0	0	0	0	0	0	0	0	0	0	0
CONGRESINTAREF.ORG	2007	0	0	0	0	0	0	0	0	0	0	0	0	0
CONNECTION.EBSCOHOST.COM	2011	0	2	2	0	0	0	0	0	0	0	0	0	0
CONTENT.APA.ORG	1980	0	0	0	0	0	0	0	0	0	0	0	0	0
CONTENT.IOSPRESS.COM	2015	0	2	1	1	0	0	0	0	0	0	0	0	0
CONTENT.IOSPRESS.COM	2019	0	2	2	0	0	0	0	0	0	0	0	0	0
CONTENT.IOSPRESS.COM	2020	0	5	5	0	0	0	0	0	0	0	1	1	0
CONTENT.IOSPRESS.COM	2021	0	5	5	0	0	0	0	0	0	0	4	2	2
CONTENT.IOSPRESS.COM	2022	0	5	5	0	0	0	0	0	0	0	3	3	2
CONTENT.IOSPRESS.COM	2023	0	2	2	0	0	0	0	0	0	0	0	0	0
CONTENT.IOSPRESS.COM	2024	0	2	2	0	0	0	0	0	0	0	0	0	0
CONTENT.KARGER.COM	1983	0	0	0	0	0	0	0	0	0	0	0	0	0
CONTENT.KARGER.COM	1985	0	0	0	0	0	0	0	0	0	0	0	0	0
CONTENT.KARGER.COM	1987	0	1	0	1	0	0	0	0	0	0	0	0	0
CONTENT.KARGER.COM	1991	0	1	0	1	0	0	0	0	0	0	0	0	0
CONTENT.KARGER.COM	1993	0	2	0	2	0	0	0	0	0	0	0	0	0
CONTENT.KARGER.COM	1995	0	1	0	1	0	0	0	0	0	0	0	0	0
CONTENT.KARGER.COM	1996	0	1	0	1	0	0	0	0	0	0	0	0	0
CONTENT.KARGER.COM	1997	0	2	1	1	0	0	0	0	0	0	0	0	0
CONTENT.KARGER.COM	1998	0	1	1	0	0	0	0	0	0	0	0	0	0
CONTENT.KARGER.COM	1999	0	2	1	1	0	0	0	0	0	0	0	0	0
CONTENT.KARGER.COM	2000	0	1	1	0	0	0	0	0	0	0	0	0	0
CONTENT.KARGER.COM	2001	0	2	2	0	0	0	0	0	0	0	0	0	0
CONTENT.KARGER.COM	2002	0	1	1	0	0	0	0	0	0	0	0	0	0
CONTENT.KARGER.COM	2003	0	3	1	2	0	0	0	0	0	0	0	0	0
CONTENT.KARGER.COM	2004	0	1	1	0	0	0	0	0	0	0	0	0	0
CONTENT.KARGER.COM	2005	0	2	2	0	0	0	0	0	0	0	0	0	0
CONTENT.KARGER.COM	2006	0	1	1	0	0	0	0	0	0	0	0	0	0
CONTENT.KARGER.COM	2008	0	26	24	4	1	1	0	1	0	0	0	0	0
CONTENT.KARGER.COM	2009	0	7	5	1	1	0	0	0	0	0	0	0	0
CONTENT.KARGER.COM	2010	0	13	13	3	0	0	0	0	1	0	0	0	0
CONTENT.NEJM.ORG	1996	0	1	0	1	0	0	0	0	0	0	0	0	0
CONTENT.NEJM.ORG	1997	0	1	1	0	0	0	0	0	0	0	0	0	0
CONTENT.NEJM.ORG	1998	0	1	0	1	0	0	0	0	0	0	0	0	0
CONTENT.NEJM.ORG	1999	0	1	1	0	0	0	0	0	0	0	0	0	0
CONTENT.NEJM.ORG	2002	0	1	1	0	0	0	0	0	0	0	0	0	0
CONTENT.NEJM.ORG	2003	0	2	2	0	0	0	0	0	0	0	0	0	0
CONTENT.NEJM.ORG	2008	0	4	4	0	0	0	0	0	0	0	0	0	0
CONTENT.ONLINEJACC.ORG	2010	0	1	1	0	0	0	0	0	0	0	0	0	0
CONTENT.SCIENDO.COM	2007	0	0	0	0	0	0	0	0	0	0	0	0	0
CONTENT.SCIENDO.COM	2015	0	0	0	0	0	0	0	0	0	0	0	0	0
CONTENT.SCIENDO.COM	2016	0	0	0	0	0	0	0	0	0	0	0	0	0
CONTENT.SCIENDO.COM	2019	0	0	0	0	0	0	0	0	0	0	0	0	0
CONTENT.SCIENDO.COM	2020	0	0	0	0	0	0	0	0	0	0	0	0	0
CONTENT.WKHEALTH.COM	2007	0	2	2	0	0	0	0	0	0	0	0	0	0
CONTENT.WKHEALTH.COM	2011	0	2	2	0	0	0	0	0	0	0	0	0	0
CONTENT.WKHEALTH.COM	2012	0	1	1	0	0	0	0	0	0	0	0	0	0
CONTENU.DEBOECKSUPERIEUR.COM	2015	0	0	0	0	0	0	0	0	0	0	0	0	0
CONTEXTES.REVUES.ORG	2014	0	0	0	0	0	0	0	0	0	0	0	0	0
CONTRETEMPS.EU	2020	0	0	0	0	0	0	0	0	0	0	0	0	0
COOPERATIONEDUCATION.COM	2019	0	0	0	0	0	0	0	0	0	0	0	0	0
COOPERATIONEDUCATION.COM	2020	0	0	0	0	0	0	0	0	0	0	0	0	0
COR.EUROPA.EU	2004	0	0	0	0	0	0	0	0	0	0	0	0	0
CORIA-TALN-2023.SCIENCESCONF.ORG	2023	0	0	0	0	0	0	0	0	0	0	1	1	0
CORNUCOPIA16.COM	2015	0	0	0	0	0	0	0	0	0	0	0	0	0
CORONAVIRUS.ANESTH.CH	2020	1	1	1	0	0	0	0	0	0	0	0	0	0
CORPUS.REVUES.ORG	2010	0	0	0	0	0	0	0	0	0	0	0	0	0
COSMOPOLIS-REV.ORG	2014	0	0	0	0	0	0	0	0	0	0	0	0	0
COVID19DATAPORTAL.ORG	2023	1	1	1	0	0	0	0	0	0	0	1	1	0
CP.COPERNICUS.ORG	2021	0	0	0	0	0	0	0	0	0	0	0	0	0
CP.COPERNICUS.ORG	2022	0	0	0	0	0	0	0	0	0	0	1	0	1
CP.COPERNICUS.ORG	2023	0	0	0	0	0	0	0	0	0	0	1	1	0
CP.NEUROLOGY.ORG	2021	0	2	2	0	0	0	0	0	0	0	1	1	0
CPJ.SAGEPUB.COM	2008	0	1	1	0	0	0	0	0	0	0	0	0	0
CPL.REVUES.ORG	2007	0	0	0	0	0	0	0	0	0	0	0	0	0
CPR.SAGEPUB.COM	2009	0	1	1	0	0	0	0	0	1	0	0	0	0
CPR.SAGEPUB.COM	2010	0	1	1	0	0	0	0	0	1	0	0	0	0
CRALCONF.UNIV-LYON1.FR	2008	0	0	0	0	0	0	0	0	0	0	0	0	0
CRAN.R-PROJECT.ORG	2009	0	0	0	0	0	0	0	0	0	0	0	0	0
CRAN.R-PROJECT.ORG	2016	1	0	0	0	0	0	0	0	0	0	0	0	0
CRC.HUG-GE.CH	2010	0	0	0	0	0	0	0	0	0	0	0	0	0
CRCPRESS.COM	2000	0	0	0	0	0	0	0	0	0	0	0	0	0
CRCPRESS.COM	2019	0	2	2	0	0	0	0	0	0	0	0	0	0
CRD.YORK.AC.UK	2016	1	0	0	0	0	0	0	0	0	0	1	1	0
CRD.YORK.AC.UK	2017	1	0	0	0	0	0	0	0	0	0	1	1	1
CRD.YORK.AC.UK	2018	1	1	1	0	0	0	0	0	0	0	0	0	0
CRD.YORK.AC.UK	2019	2	2	2	0	0	0	0	0	0	0	0	0	0
CRD.YORK.AC.UK	2020	1	1	1	0	0	0	0	0	0	0	0	0	0
CRD.YORK.AC.UK	2021	7	7	7	1	0	0	0	0	0	0	1	1	0
CRD.YORK.AC.UK	2022	2	2	2	0	0	0	0	0	0	0	0	0	0
CRD.YORK.AC.UK	2023	2	2	2	0	0	0	0	0	0	0	0	0	0
CREST.FR	2007	0	0	0	0	0	0	0	0	0	0	0	0	0
CRFJ.CH	2004	0	0	0	0	0	0	0	0	0	0	0	0	0
CRIFPE.CA	2006	0	0	0	0	0	0	0	0	0	0	0	0	0
CRIFPE.CA	2011	0	0	0	0	0	0	0	0	0	0	0	0	0
CRIMEN.CH	2021	0	0	0	0	0	0	0	0	0	0	0	0	0
CRIMEN.CH	2022	0	0	0	0	0	0	0	0	0	0	0	0	0
CRIMEN.CH	2023	0	0	0	0	0	0	0	0	0	0	0	0	0
CRIS.MAASTRICHTUNIVERSITY.NL	2015	0	0	0	0	0	0	0	0	0	0	0	0	0
CRIS.MAASTRICHTUNIVERSITY.NL	2021	0	1	1	0	0	0	0	0	0	0	0	0	0
CRNINET.COM	2006	0	0	0	0	0	0	0	0	0	0	0	0	0
CROTCES.CH	2013	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYOLETTERS.ORG	2010	0	1	1	0	0	0	0	0	0	0	0	0	0
CS.NCL.AC.UK	1998	0	0	0	0	0	0	0	0	0	0	0	0	0
CSAWEB107V.CSA.COM	2008	0	1	1	0	0	0	0	0	0	0	0	0	0
CSAWEB111V.CSA.COM	2008	0	1	1	0	0	0	0	0	0	0	0	0	0
CSAWEB116V.CSA.COM	2008	0	1	0	0	0	0	0	0	1	0	0	0	0
CSHPERSPECTIVES.CSHLP.ORG	2009	0	1	0	0	1	0	0	0	0	0	0	0	0
CSHPERSPECTIVES.CSHLP.ORG	2021	0	1	0	0	1	0	0	0	0	0	1	1	0
CSHPROTOCOLS.ORG	2017	0	0	0	0	0	0	0	0	0	0	0	0	0
CSJARCHIVE.COGSCI.RPI.EDU	2005	0	0	0	0	0	0	0	0	0	0	0	0	0
CSJARCHIVE.COGSCI.RPI.EDU	2008	0	0	0	0	0	0	0	0	0	0	0	0	0
CSJARCHIVE.COGSCI.RPI.EDU	2009	0	0	0	0	0	0	0	0	0	0	0	0	0
CSPS-SZH.CH	2010	0	0	0	0	0	0	0	0	0	0	0	0	0
CSUN.EDU	2000	0	0	0	0	0	0	0	0	0	0	0	0	0
CTAJOURNAL.BIOMEDCENTRAL.COM	2018	0	2	2	0	0	0	0	0	0	0	0	0	0
CTAJOURNAL.BIOMEDCENTRAL.COM	2019	0	1	1	0	0	0	0	0	0	0	0	0	0
CTAJOURNAL.BIOMEDCENTRAL.COM	2020	0	2	2	0	0	0	0	0	0	0	0	0	0
CUDEP.U-BORDEAUX4.FR	2016	0	0	0	0	0	0	0	0	0	0	0	0	0
CUEEP.UNIV-LILLE1.FR	2008	0	0	0	0	0	0	0	0	0	0	0	0	0
CUI.UNIGE.CH	1994	0	0	0	0	0	0	0	0	0	0	0	0	0
CUI.UNIGE.CH	1995	0	0	0	0	0	0	0	0	0	0	0	0	0
CUI.UNIGE.CH	1998	0	0	0	0	0	0	0	0	0	0	0	0	0
CUI.UNIGE.CH	1999	0	0	0	0	0	0	0	0	0	0	0	0	0
CUI.UNIGE.CH	2000	0	0	0	0	0	0	0	0	0	0	0	0	0
CUI.UNIGE.CH	2001	0	0	0	0	0	0	0	0	0	0	0	0	0
CUI.UNIGE.CH	2002	0	0	0	0	0	0	0	0	0	0	0	0	0
CUI.UNIGE.CH	2003	0	0	0	0	0	0	0	0	0	0	0	0	0
CUI.UNIGE.CH	2004	0	0	0	0	0	0	0	0	0	0	0	0	0
CUI.UNIGE.CH	2005	0	0	0	0	0	0	0	0	0	0	0	0	0
CUI.UNIGE.CH	2006	0	0	0	0	0	0	0	0	0	0	0	0	0
CUI.UNIGE.CH	2007	0	0	0	0	0	0	0	0	0	0	0	0	0
CUI.UNIGE.CH	2008	0	0	0	0	0	0	0	0	0	0	0	0	0
CUI.UNIGE.CH	2012	0	0	0	0	0	0	0	0	0	0	0	0	0
CUI.UNIGE.CH	2013	0	0	0	0	0	0	0	0	0	0	0	0	0
CUI.UNIGE.CH	2014	0	0	0	0	0	0	0	0	0	0	0	0	0
CUIWWW.UNIGE.CH	2000	0	0	0	0	0	0	0	0	0	0	0	0	0
CUIWWW.UNIGE.CH	2004	0	0	0	0	0	0	0	0	0	0	0	0	0
CULTUSJOURNAL.COM	2023	0	0	0	0	0	0	0	0	0	0	0	0	0
CURRENTSCIENCE.AC.IN	2021	0	0	0	0	0	0	0	0	0	0	0	0	0
CURRICULUM.HYPOTHESES.ORG	2021	0	0	0	0	0	0	0	0	0	0	0	0	0
CURSUS.EDU	2010	0	0	0	0	0	0	0	0	0	0	0	0	0
CYARB2011.CZECHYEARBOOK.ORG	2011	0	0	0	0	0	0	0	0	0	0	0	0	0
CYBERGEO.REVUES.ORG	2005	0	0	0	0	0	0	0	0	0	0	0	0	0
CYBERGEO.REVUES.ORG	2010	0	0	0	0	0	0	0	0	0	0	0	0	0
CYBERGEO.REVUES.ORG	2011	0	0	0	0	0	0	0	0	0	0	0	0	0
CYBERGEO.REVUES.ORG	2012	0	0	0	0	0	0	0	0	0	0	0	0	0
CYBERGEO.REVUES.ORG	2013	0	0	0	0	0	0	0	0	0	0	1	1	0
CYBERGEO.REVUES.ORG	2014	0	0	0	0	0	0	0	0	0	0	0	0	0
CYBERGEO.REVUES.ORG	2016	0	0	0	0	0	0	0	0	0	0	0	0	0
CYBERGEO.REVUES.ORG	2017	0	0	0	0	0	0	0	0	0	0	0	0	0
DAILYMOTION.COM	2014	0	0	0	0	0	0	0	0	0	0	0	0	0
DAPI.CH	2023	1	0	0	0	0	0	0	0	0	0	0	0	0
DARKMATTER-HUB.PUBPUB.ORG	2020	0	0	0	0	0	0	0	0	0	0	0	0	0
DATA.MENDELEY.COM	2019	2	2	2	0	0	0	0	0	0	0	0	0	0
DATA.MENDELEY.COM	2021	1	1	0	1	0	0	0	0	0	0	1	1	0
DATA.MENDELEY.COM	2023	2	2	0	2	0	0	0	0	0	0	2	2	0
DATA.MENDELEY.COM	2024	1	1	1	1	0	0	0	0	0	0	0	0	0
DATA.SNF.CH	2017	1	0	0	0	0	0	0	0	0	0	0	0	0
DATADRYAD.ORG	2015	1	1	1	1	0	0	0	0	0	0	1	1	0
DATASCIENCE.CODATA.ORG	2021	0	0	0	0	0	0	0	0	0	0	0	0	0
DBLP.UNI-TRIER.DE	2008	0	0	0	0	0	0	0	0	0	0	0	0	0
DBPIA.CO.KR	2017	0	0	0	0	0	0	0	0	0	0	1	1	0
DCB-SERVER.UNIBE.CH	1997	0	0	0	0	0	0	0	0	0	0	0	0	0
DCS.BBK.AC.UK	2006	0	0	0	0	0	0	0	0	0	0	0	0	0
DCS.BBK.AC.UK	2008	0	0	0	0	0	0	0	0	0	0	0	0	0
DDM.ORG	1996	0	0	0	0	0	0	0	0	0	0	0	0	0
DDM.ORG	1998	0	0	0	0	0	0	0	0	0	0	0	0	0
DDM.ORG	1999	0	0	0	0	0	0	0	0	0	0	0	0	0
DDM.ORG	2000	0	0	0	0	0	0	0	0	0	0	0	0	0
DDM.ORG	2001	0	0	0	0	0	0	0	0	0	0	0	0	0
DDM.ORG	2003	0	0	0	0	0	0	0	0	0	0	0	0	0
DDM.ORG	2004	0	0	0	0	0	0	0	0	0	0	0	0	0
DDM.ORG	2005	0	0	0	0	0	0	0	0	0	0	0	0	0
DDM.ORG	2007	0	0	0	0	0	0	0	0	0	0	0	0	0
DDM.ORG	2009	0	0	0	0	0	0	0	0	0	0	0	0	0
DEA.REVUESONLINE.COM	2022	0	1	1	0	0	0	0	0	0	0	0	0	0
DEBOECKSUPERIEUR.COM	2016	0	1	0	0	0	0	1	0	0	0	1	1	0
DEBOECKSUPERIEUR.COM	2017	1	2	2	0	0	0	0	0	0	0	0	0	0
DEBOECKSUPERIEUR.COM	2022	0	0	0	0	0	0	0	0	0	0	0	0	0
DECITRE.FR	2020	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFACTO.EXPERT	2020	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFACTO.EXPERT	2021	0	0	0	0	0	0	0	0	0	0	1	1	0
DEFACTO.EXPERT	2022	1	0	0	0	0	0	0	0	0	0	0	0	0
DEFACTO.EXPERT	2023	0	1	1	0	0	0	0	0	0	0	0	0	0
DEFACTO.EXPERT	2024	0	0	0	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	1883	0	0	0	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	1973	0	0	0	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	1981	0	0	0	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	1983	0	0	0	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	1985	0	0	0	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	1988	0	0	0	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	1989	0	0	0	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	1990	0	0	0	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	1992	0	0	0	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	1993	0	0	0	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	1994	0	0	0	0	0	0	0	0	0	0	1	1	0
DEGRUYTER.COM	1996	0	1	0	0	1	0	0	0	0	0	0	0	0
DEGRUYTER.COM	1997	0	0	0	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	1999	0	0	0	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	2002	0	0	0	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	2003	0	1	0	1	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	2006	0	0	0	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	2007	0	0	0	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	2008	0	0	0	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	2009	0	1	0	1	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	2010	0	1	1	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	2012	0	1	0	0	1	0	0	0	0	0	0	0	0
DEGRUYTER.COM	2013	0	3	1	1	1	0	0	0	0	0	0	0	0
DEGRUYTER.COM	2014	0	0	0	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	2015	0	0	0	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	2016	0	4	4	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	2017	0	1	0	0	0	0	1	0	0	0	1	1	0
DEGRUYTER.COM	2018	0	2	2	0	0	0	0	0	0	0	1	1	0
DEGRUYTER.COM	2019	0	1	1	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	2020	1	1	1	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	2021	0	2	2	0	0	0	0	0	1	0	0	0	0
DEGRUYTER.COM	2022	0	2	0	0	0	0	2	0	0	0	1	1	0
DEGRUYTER.COM	2023	0	0	0	0	0	0	0	0	0	0	0	0	0
DEGRUYTER.COM	2024	0	0	0	0	0	0	0	0	0	0	0	0	0
DEICL.UNIVIE.AC.AT	2018	0	0	0	0	0	0	0	0	0	0	0	0	0
DELPHI.LEXXION.EU	2019	0	0	0	0	0	0	0	0	0	0	0	0	0
DEMOGRAPHIC-RESEARCH.ORG	2007	0	0	0	0	0	0	0	0	0	0	0	0	0
DEMOGRAPHIC-RESEARCH.ORG	2008	0	0	0	0	0	0	0	0	0	0	0	0	0
DEMOGRAPHIC-RESEARCH.ORG	2010	0	0	0	0	0	0	0	0	0	0	0	0	0
DEMOGRAPHIC-RESEARCH.ORG	2014	0	0	0	0	0	0	0	0	0	0	0	0	0
DEMOGRAPHIC-RESEARCH.ORG	2016	0	0	0	0	0	0	0	0	0	0	0	0	0
DEMOGRAPHIC-RESEARCH.ORG	2020	0	0	0	0	0	0	0	0	0	0	0	0	0
DEMOGRAPHIC-RESEARCH.ORG	2022	0	0	0	0	0	0	0	0	0	0	0	0	0
DENTALPRACTICE.COM.AU	2012	0	1	0	0	0	0	0	1	0	0	0	0	0
DERECHO.UBA.AR	2014	0	0	0	0	0	0	0	0	0	0	0	0	0
DERGIPARK.ORG.TR	2022	0	0	0	0	0	0	0	0	0	0	0	0	0
DERGIPARK.ORG.TR	2023	0	0	0	0	0	0	0	0	0	0	0	0	0
DESDELAPATAGONIA.UNCOMA.EDU.AR	2018	0	0	0	0	0	0	0	0	0	0	0	0	0
DEV.BIOLOGISTS.ORG	1991	0	1	1	0	0	0	0	0	0	0	0	0	0
DEV.BIOLOGISTS.ORG	1994	0	1	1	0	0	0	0	0	0	0	0	0	0
DEV.BIOLOGISTS.ORG	1995	0	1	0	0	1	0	0	0	0	0	1	1	0
DEV.BIOLOGISTS.ORG	1998	0	1	0	0	1	0	0	0	0	0	1	1	0
DEV.BIOLOGISTS.ORG	1999	0	1	1	0	0	0	0	0	0	0	0	0	0
DEV.BIOLOGISTS.ORG	2000	0	1	1	0	0	0	0	0	0	0	0	0	0
DEV.BIOLOGISTS.ORG	2003	0	1	0	1	0	0	0	0	0	0	0	0	0
DEV.BIOLOGISTS.ORG	2004	0	1	1	0	0	0	0	0	0	0	0	0	0
DEV.BIOLOGISTS.ORG	2006	0	1	0	1	0	0	0	0	0	0	0	0	0
DEV.BIOLOGISTS.ORG	2007	0	1	0	1	0	0	0	0	0	0	0	0	0
DEV.BIOLOGISTS.ORG	2008	0	1	0	1	0	0	0	0	0	0	0	0	0
DEV.BIOLOGISTS.ORG	2010	0	1	0	1	0	0	0	0	0	0	0	0	0
DEV.BIOLOGISTS.ORG	2014	0	2	0	0	2	0	0	0	0	0	0	0	0
DEV.BIOLOGISTS.ORG	2018	0	1	1	1	0	0	0	0	0	0	0	0	0
DEV.BIOLOGISTS.ORG	2019	0	2	0	1	1	0	0	0	0	0	2	2	0
DEV.BIOLOGISTS.ORG	2020	0	1	0	0	1	0	0	0	0	0	1	1	0
DEVELOPPEMENTDURABLE.REVUES.ORG	2010	0	0	0	0	0	0	0	0	0	0	0	0	0
DEVELOPPEMENTDURABLE.REVUES.ORG	2016	0	0	0	0	0	0	0	0	0	0	0	0	0
DEVELOPPEMENTDURABLE.REVUES.ORG	2017	0	0	0	0	0	0	0	0	0	0	0	0	0
DHSPROGRAM.COM	2022	1	1	1	0	0	0	0	0	0	0	1	1	0
DHT.REVUES.ORG	2010	0	0	0	0	0	0	0	0	0	0	0	0	0
DIABETES.DIABETESJOURNALS.ORG	1980	0	2	0	2	0	0	0	0	0	0	0	0	0
DIABETES.DIABETESJOURNALS.ORG	1983	0	3	0	3	0	0	0	0	0	0	0	0	0
DIABETES.DIABETESJOURNALS.ORG	1986	0	1	0	1	0	0	0	0	0	0	0	0	0
DIABETES.DIABETESJOURNALS.ORG	1987	0	1	0	1	0	0	0	0	0	0	0	0	0
DIABETES.DIABETESJOURNALS.ORG	1988	0	1	0	1	0	0	0	0	0	0	0	0	0
DIABETES.DIABETESJOURNALS.ORG	1993	0	1	0	1	0	0	0	0	0	0	0	0	0
DIABETES.DIABETESJOURNALS.ORG	1995	0	1	0	1	0	0	0	0	0	0	0	0	0
DIABETES.DIABETESJOURNALS.ORG	1997	0	3	0	3	0	0	0	0	0	0	0	0	0
DIABETES.DIABETESJOURNALS.ORG	1998	0	2	2	0	0	0	0	0	0	0	0	0	0
DIABETES.DIABETESJOURNALS.ORG	2000	0	1	1	0	0	0	0	0	0	0	0	0	0
DIABETES.DIABETESJOURNALS.ORG	2001	0	2	2	0	0	0	0	0	0	0	0	0	0
DIABETES.DIABETESJOURNALS.ORG	2003	0	1	1	0	0	0	0	0	0	0	0	0	0
DIABETES.DIABETESJOURNALS.ORG	2004	0	2	2	0	0	0	0	0	0	0	0	0	0
DIABETES.DIABETESJOURNALS.ORG	2006	0	3	3	1	0	0	0	0	0	0	0	0	0
DIABETES.DIABETESJOURNALS.ORG	2007	0	3	2	1	0	0	0	0	0	0	0	0	0
DIABETES.DIABETESJOURNALS.ORG	2008	0	5	2	4	0	0	0	0	0	0	0	0	0
DIABETES.DIABETESJOURNALS.ORG	2009	0	1	0	1	0	0	0	0	0	0	0	0	0
DIABETES.DIABETESJOURNALS.ORG	2010	0	3	2	1	0	0	0	0	0	0	0	0	0
DIABETES.DIABETESJOURNALS.ORG	2014	0	1	0	1	0	0	0	0	0	0	0	0	0
DIABETES.DIABETESJOURNALS.ORG	2018	0	1	1	0	0	0	0	0	0	0	0	0	0
DIABETES.DIABETESJOURNALS.ORG	2019	0	2	1	1	0	0	0	0	0	0	1	1	0
DIABETES.DIABETESJOURNALS.ORG	2020	0	3	1	3	0	0	0	0	0	0	0	0	0
DIABETESJOURNALS.ORG	2023	0	2	1	0	0	1	0	0	0	0	0	0	0
DIABETESJOURNALS.ORG	2024	0	1	1	1	0	0	0	0	0	0	1	1	0
DIABETOLOGIA-JOURNAL.ORG	2010	0	1	1	0	0	0	0	0	0	0	0	0	0
DIALNET.UNIRIOJA.ES	2001	0	0	0	0	0	0	0	0	0	0	0	0	0
DIALNET.UNIRIOJA.ES	2012	0	0	0	0	0	0	0	0	0	0	0	0	0
DIALNET.UNIRIOJA.ES	2013	0	0	0	0	0	0	0	0	0	0	0	0	0
