PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35747646","The Digitation Sign Facilitates Diagnosis of Shoulder Subscapularis Lesions on Preoperative Magnetic Resonance Imaging","Nigues A, Salentiny Y, Nabergoj M, Lädermann A, Neyton L.","Arthrosc Sports Med Rehabil. 2022 Feb 11;4(3):e883-e889. doi: 10.1016/j.asmr.2021.12.019. eCollection 2022 Jun.","Nigues A","Arthrosc Sports Med Rehabil","2022","2022/06/24","PMC9210382","","10.1016/j.asmr.2021.12.019"
"35092195","Impella combined with veno-arterial extracorporeal membrane oxygenation (VA-ECMO) for advanced hemodynamic support","Giraud R, Assouline B, Banfi C, Bendjelid K.","Rev Cardiovasc Med. 2022 Jan 8;23(1):3. doi: 10.31083/j.rcm2301003.","Giraud R","Rev Cardiovasc Med","2022","2022/01/29","","","10.31083/j.rcm2301003"
"34362159","Can VA-ECMO Be Used as an Adequate Treatment in Massive Pulmonary Embolism?","Giraud R, Laurencet M, Assouline B, De Charrière A, Banfi C, Bendjelid K.","J Clin Med. 2021 Jul 30;10(15):3376. doi: 10.3390/jcm10153376.","Giraud R","J Clin Med","2021","2021/08/07","PMC8348430","","10.3390/jcm10153376"
"33540537","ECMO in Cardiac Arrest: A Narrative Review of the Literature","De Charrière A, Assouline B, Scheen M, Mentha N, Banfi C, Bendjelid K, Giraud R.","J Clin Med. 2021 Feb 2;10(3):534. doi: 10.3390/jcm10030534.","De Charrière A","J Clin Med","2021","2021/02/05","PMC7867121","","10.3390/jcm10030534"
"33599412","[Do we need a pediatric COVID-19 vaccine?]","Eberhardt CS, Siegrist CA.","Rev Med Suisse. 2021 Feb 17;17(726):353-357.","Eberhardt CS","Rev Med Suisse","2021","2021/02/18","","",""
"35504772","Corrigendum to ""Association of SARC-F and dissociation of SARC-F + calf circumference with comorbidities in older hospitalized cancer patients"" [Exp Gerontol. 148, 2021 Jun:111315. doi:10.1016/j.exger.2021.111315]","Mainardi LG, Borges TC, Gomes TLN, Pichard C, Laviano A, Pimentel GD.","Exp Gerontol. 2022 Jul;164:111813. doi: 10.1016/j.exger.2022.111813. Epub 2022 May 1.","Mainardi LG","Exp Gerontol","2022","2022/05/03","","","10.1016/j.exger.2022.111813"
"36481865","Educational Review: Intraoperative Parathyroid Fluorescence Detection Technology in Thyroid and Parathyroid Surgery","St Amour TC, Demarchi MS, Thomas G, Triponez F, Kiernan CM, Solόrzano CC.","Ann Surg Oncol. 2023 Feb;30(2):973-993. doi: 10.1245/s10434-022-12807-3. Epub 2022 Dec 8.","St Amour TC","Ann Surg Oncol","2023","2022/12/09","","","10.1245/s10434-022-12807-3"
"35665357","Monitoring Long Term Noninvasive Ventilation: Benefits, Caveats and Perspectives","Janssens JP, Cantero C, Pasquina P, Georges M, Rabec C.","Front Med (Lausanne). 2022 May 19;9:874523. doi: 10.3389/fmed.2022.874523. eCollection 2022.","Janssens JP","Front Med (Lausanne)","2022","2022/06/06","PMC9160571","","10.3389/fmed.2022.874523"
"34908389","COVID-19 vaccination acceptance in the canton of Geneva: a cross-sectional population-based study","Wisniak A, Baysson H, Pullen N, Nehme M, Pennacchio F, Zaballa ME, Guessous I, Stringhini S; Specchio-COVID19 study group.","Swiss Med Wkly. 2021 Dec 14;151:w30080. doi: 10.4414/smw.2021.w30080. eCollection 2021 Dec 6.","Wisniak A","Swiss Med Wkly","2021","2021/12/15","","","10.4414/smw.2021.w30080"
"34356591","Vitamin D Insufficiency Prior to Paediatric Liver Transplantation Is Associated with Early T-Cell Mediated Rejection","Rock NM, Anghileri E, Cousin VL, Petit LM, McLin VA.","Children (Basel). 2021 Jul 20;8(7):612. doi: 10.3390/children8070612.","Rock NM","Children (Basel)","2021","2021/08/06","PMC8306001","","10.3390/children8070612"
"33754193","Surgical challenges in posterior cervicothoracic junction instrumentation","Balestrino A, Gondar R, Jannelli G, Zona G, Tessitore E.","Neurosurg Rev. 2021 Dec;44(6):3447-3458. doi: 10.1007/s10143-021-01520-6. Epub 2021 Mar 22.","Balestrino A","Neurosurg Rev","2021","2021/03/23","","","10.1007/s10143-021-01520-6"
"33341941","Impact of Acute Inflammation on Cytochromes P450 Activity Assessed by the Geneva Cocktail","Lenoir C, Daali Y, Rollason V, Curtin F, Gloor Y, Bosilkovska M, Walder B, Gabay C, Nissen MJ, Desmeules JA, Hannouche D, Samer CF.","Clin Pharmacol Ther. 2021 Jun;109(6):1668-1676. doi: 10.1002/cpt.2146. Epub 2021 Jan 8.","Lenoir C","Clin Pharmacol Ther","2021","2020/12/20","PMC8247903","","10.1002/cpt.2146"
"34487465","Psychotic symptoms prior or concomitant to diagnosis of multiple sclerosis: a systematic review of case reports and case series","Sabe M, Sentissi O.","Int J Psychiatry Clin Pract. 2022 Sep;26(3):287-293. doi: 10.1080/13651501.2021.1973506. Epub 2021 Sep 6.","Sabe M","Int J Psychiatry Clin Pract","2022","2021/09/06","","","10.1080/13651501.2021.1973506"
"35335063","The Implications of Vaccines in Older Populations","Michel JP, Frangos E.","Vaccines (Basel). 2022 Mar 11;10(3):431. doi: 10.3390/vaccines10030431.","Michel JP","Vaccines (Basel)","2022","2022/03/26","PMC8955469","","10.3390/vaccines10030431"
"34334223","Everything But the Kitchen Sink: Comprehensive Nodal Irradiation with Androgen Deprivation in OLIGOPELVIS","Ost P, Siva S, Zilli T.","Eur Urol. 2021 Oct;80(4):415-416. doi: 10.1016/j.eururo.2021.07.008. Epub 2021 Jul 30.","Ost P","Eur Urol","2021","2021/08/02","","","10.1016/j.eururo.2021.07.008"
"34070444","Geospatial Analysis of Sodium and Potassium Intake: A Swiss Population-Based Study","De Ridder D, Belle FN, Marques-Vidal P, Ponte B, Bochud M, Stringhini S, Joost S, Guessous I.","Nutrients. 2021 May 25;13(6):1798. doi: 10.3390/nu13061798.","De Ridder D","Nutrients","2021","2021/06/02","PMC8229307","","10.3390/nu13061798"
"33950593","Impact délétère des mesures sanitaires sur les populations de sans-abris","Socquet J.","Rev Med Suisse. 2021 May 5;17(737):898.","Socquet J","Rev Med Suisse","2021","2021/05/05","","",""
"33625800","Le prix de l’innovation en néphrologie","Fakhouri F, Martin PY.","Rev Med Suisse. 2021 Feb 24;17(727):371.","Fakhouri F","Rev Med Suisse","2021","2021/02/24","","",""
"35963997","Metacells untangle large and complex single-cell transcriptome networks","Bilous M, Tran L, Cianciaruso C, Gabriel A, Michel H, Carmona SJ, Pittet MJ, Gfeller D.","BMC Bioinformatics. 2022 Aug 13;23(1):336. doi: 10.1186/s12859-022-04861-1.","Bilous M","BMC Bioinformatics","2022","2022/08/13","PMC9375201","","10.1186/s12859-022-04861-1"
"35660110","A bilateral aseptic pyogenic ventriculitis following a course of pembrolizumab, an anti-PD-1 immune checkpoint inhibitor treatment for metastatic small cell lung cancer","Terrier J, Relecom A, Borgeaud S, Bridel C, Seebach J, Assal F, Reny JL, Serratrice J.","Therapie. 2022 Nov-Dec;77(6):754-756. doi: 10.1016/j.therap.2022.05.002. Epub 2022 May 11.","Terrier J","Therapie","2022","2022/06/06","","","10.1016/j.therap.2022.05.002"
"35354979","Clinical relevance of tumour-associated macrophages","Pittet MJ, Michielin O, Migliorini D.","Nat Rev Clin Oncol. 2022 Jun;19(6):402-421. doi: 10.1038/s41571-022-00620-6. Epub 2022 Mar 30.","Pittet MJ","Nat Rev Clin Oncol","2022","2022/03/31","","","10.1038/s41571-022-00620-6"
"34905943","Vessels Sing Their ARIAs: The Role of Vascular Amyloid in the Age of Aducanumab","Sveikata L, Charidimou A, Viswanathan A.","Stroke. 2022 Jan;53(1):298-302. doi: 10.1161/STROKEAHA.121.036873. Epub 2021 Dec 15.","Sveikata L","Stroke","2022","2021/12/15","","","10.1161/STROKEAHA.121.036873"
"34633207","Systematic investigation and comparison of US FDA-approved immunosuppressive drugs FK506, cyclosporine and rapamycin for neuromuscular regeneration following chronic nerve compression injury","Degrugillier L, Prautsch KM, Schaefer DJ, Guzman R, Kalbermatten DF, Schären S, Madduri S.","Regen Med. 2021 Nov;16(11):989-1003. doi: 10.2217/rme-2020-0130. Epub 2021 Oct 11.","Degrugillier L","Regen Med","2021","2021/10/11","","","10.2217/rme-2020-0130"
"33742572","Scores for preoperative risk evaluation of postoperative mortality","Kivrak S, Haller G.","Best Pract Res Clin Anaesthesiol. 2021 May;35(1):115-134. doi: 10.1016/j.bpa.2020.12.005. Epub 2020 Dec 8.","Kivrak S","Best Pract Res Clin Anaesthesiol","2021","2021/03/20","","","10.1016/j.bpa.2020.12.005"
"34876302","Reply - Letter to the editor: ""Energy and protein intake may have an impact on survival in patients with advanced cancer""","Pimentel GD, Pichard C, Fernandes RC, Laviano A.","Clin Nutr. 2022 Jan;41(1):268. doi: 10.1016/j.clnu.2021.11.025. Epub 2021 Nov 25.","Pimentel GD","Clin Nutr","2022","2021/12/08","","","10.1016/j.clnu.2021.11.025"
"35699974","Possible Contribution of Meaning in Life in Patients With Chronic Pain and Suicidal Ideation: Observational Study","Chytas V, Costanza A, Mazzola V, Luthy C, Galani V, Bondolfi G, Cedraschi C.","JMIR Form Res. 2022 Jun 13;6(6):e35194. doi: 10.2196/35194.","Chytas V","JMIR Form Res","2022","2022/06/14","PMC9237781","","10.2196/35194"
"35388204","Author Correction: Clinical relevance of tumour-associated macrophages","Pittet MJ, Michielin O, Migliorini D.","Nat Rev Clin Oncol. 2022 Jun;19(6):424. doi: 10.1038/s41571-022-00632-2.","Pittet MJ","Nat Rev Clin Oncol","2022","2022/04/07","","","10.1038/s41571-022-00632-2"
"35321513","MicroCT Can Characterize Clots Retrieved With Mechanical Thrombectomy From Acute Ischemic Stroke Patients-A Preliminary Report","Dumitriu LaGrange D, Braunersreuther V, Wanke I, Berberat J, Luthman S, Fitzgerald S, Doyle KM, Brina O, Reymond P, Platon A, Muster M, Machi P, Poletti PA, Vargas MI, Lövblad KO.","Front Neurol. 2022 Mar 7;13:824091. doi: 10.3389/fneur.2022.824091. eCollection 2022.","Dumitriu LaGrange D","Front Neurol","2022","2022/03/24","PMC8934771","","10.3389/fneur.2022.824091"
"34713071","Telemedicine in Arab Countries: Innovation, Research Trends, and Way Forward","Waqas A, Mehmood S, Jawwad AM, Pittam B, Kundu S, Correia JC, AlMughamis N.","Front Digit Health. 2021 Jan 25;2:610837. doi: 10.3389/fdgth.2020.610837. eCollection 2020.","Waqas A","Front Digit Health","2021","2021/10/29","PMC8521801","","10.3389/fdgth.2020.610837"
"34638467","Mir-21 Suppression Promotes Mouse Hepatocarcinogenesis","Correia de Sousa M, Calo N, Sobolewski C, Gjorgjieva M, Clément S, Maeder C, Dolicka D, Fournier M, Vinet L, Montet X, Dufour JF, Humar B, Negro F, Sempoux C, Foti M.","Cancers (Basel). 2021 Oct 4;13(19):4983. doi: 10.3390/cancers13194983.","Correia de Sousa M","Cancers (Basel)","2021","2021/10/13","PMC8508272","","10.3390/cancers13194983"
"34564554","Screening for Parasitic Infection and Tuberculosis in Immunosuppressed and Pre-Immunosuppressed Patients: An Observational Study","Carnino L, Schwob JM, Neofytos D, Lazo-Porras M, Chappuis F, Eperon G.","Trop Med Infect Dis. 2021 Sep 21;6(3):170. doi: 10.3390/tropicalmed6030170.","Carnino L","Trop Med Infect Dis","2021","2021/09/26","PMC8482080","","10.3390/tropicalmed6030170"
"34256370","Cardiac Output Determination in Precapillary Pulmonary Hypertension: A Systematic Review","Genecand L, Adler D, Beghetti M, Lador F.","Respiration. 2021;100(12):1243-1250. doi: 10.1159/000517084. Epub 2021 Jul 13.","Genecand L","Respiration","2021","2021/07/13","","","10.1159/000517084"
"33793962","Recidivism in Switzerland: the influence of custodial sanctions","Gonçalves LC, Baggio S, Weber M, Urwyler T, Noll T, Singh JP, Rossegger A, Endrass J.","Swiss Med Wkly. 2021 Apr 1;151:w20462. doi: 10.4414/smw.2021.20462. eCollection 2021 Mar 15.","Gonçalves LC","Swiss Med Wkly","2021","2021/04/01","","","10.4414/smw.2021.20462"
"33337797","Rapid Sequence Induction With a Standard Intubation Dose of Rocuronium After Magnesium Pretreatment Compared With Succinylcholine: A Randomized Clinical Trial","Czarnetzki C, Albrecht E, Masouyé P, Baeriswyl M, Poncet A, Robin M, Kern C, Tramèr MR.","Anesth Analg. 2021 Dec 1;133(6):1540-1549. doi: 10.1213/ANE.0000000000005324.","Czarnetzki C","Anesth Analg","2021","2020/12/18","PMC8568325","","10.1213/ANE.0000000000005324"
"35185372","Bio-Engineering of Pre-Vascularized Islet Organoids for the Treatment of Type 1 Diabetes","Wassmer CH, Lebreton F, Bellofatto K, Perez L, Cottet-Dumoulin D, Andres A, Bosco D, Berney T, Othenin-Girard V, Martinez De Tejada B, Cohen M, Olgasi C, Follenzi A, Berishvili E; VANGUARD Consortium.","Transpl Int. 2022 Jan 21;35:10214. doi: 10.3389/ti.2021.10214. eCollection 2021.","Wassmer CH","Transpl Int","2022","2022/02/21","PMC8842259","","10.3389/ti.2021.10214"
"33638353","Adherence to, and patient convenience of, prolonged-release tacrolimus in stable kidney and liver transplant recipients after conversion from immediate-release tacrolimus in routine clinical practice in Switzerland","Bonani M, Balaphas A, Bedino G, Bühler L, Dutkowski P, Fausch K, Gluderer S, Graf N, Hirt-Minkowski P, Müllhaupt B, Schönholzer C, Schulz MM, Venzin R, Wüthrich RP.","Swiss Med Wkly. 2021 Feb 18;151:w20453. doi: 10.4414/smw.2021.20453. eCollection 2021 Feb 15.","Bonani M","Swiss Med Wkly","2021","2021/02/27","","","10.4414/smw.2021.20453"
"35855671","Hyaluronic acid filler in HIV-associated facial lipoatrophy: Clinical and MRI evaluation of long-term durability","Pünchera J, Salomon D, Tshikung ON, Becker M, Toutous-Trellu L.","J Eur Acad Dermatol Venereol. 2022 Dec;36(12):e1068-e1070. doi: 10.1111/jdv.18455. Epub 2022 Jul 26.","Pünchera J","J Eur Acad Dermatol Venereol","2022","2022/07/20","","","10.1111/jdv.18455"
"35210044","Where Are We Now With TAV-in-TAV?","Mauler-Wittwer S, Noble S.","JACC Cardiovasc Interv. 2022 Feb 28;15(4):378-380. doi: 10.1016/j.jcin.2022.01.020.","Mauler-Wittwer S","JACC Cardiovasc Interv","2022","2022/02/25","","","10.1016/j.jcin.2022.01.020"
"33432969","Transpalpebral Superolateral Orbitotomy for Orbital Cavernous Hemangioma Extirpation: 2-Dimensional Operative Video","May AT, Guatta R, Meling TR.","Oper Neurosurg (Hagerstown). 2021 Mar 15;20(4):E300. doi: 10.1093/ons/opaa389.","May AT","Oper Neurosurg (Hagerstown)","2021","2021/01/12","","","10.1093/ons/opaa389"
"33830696","Donnez-nous aujourd’hui nos chiffres quotidiens !","Seebach JD, Ribi C.","Rev Med Suisse. 2021 Apr 7;17(733):667-668.","Seebach JD","Rev Med Suisse","2021","2021/04/08","","",""
"36477284","Grossesse et vaccination contre le Covid-19 : risque-bénéfice","Jacquerioz F.","Rev Med Suisse. 2022 Dec 7;18(807):2350. doi: 10.53738/REVMED.2022.18.807.2350.","Jacquerioz F","Rev Med Suisse","2022","2022/12/08","","","10.53738/REVMED.2022.18.807.2350"
"36326228","Croquer la vie à pleines dents","Graindorge C.","Rev Med Suisse. 2022 Nov 2;18(802):2082. doi: 10.53738/REVMED.2022.18.802.2082.","Graindorge C","Rev Med Suisse","2022","2022/11/03","","","10.53738/REVMED.2022.18.802.2082"
"36047551","[Polycystic liver disease]","Ongaro M, Bronstein FN, Goossens N, Spahr L, Bresson Hadni S.","Rev Med Suisse. 2022 Aug 31;18(793):1599-1605. doi: 10.53738/REVMED.2022.18.793.1599.","Ongaro M","Rev Med Suisse","2022","2022/09/01","","","10.53738/REVMED.2022.18.793.1599"
"35770438","Stéatose hépatique non alcoolique : enfin un traitement possible ?","Ritz C.","Rev Med Suisse. 2022 Jun 29;18(788):1334. doi: 10.53738/REVMED.2022.18.788.1334.","Ritz C","Rev Med Suisse","2022","2022/06/30","","","10.53738/REVMED.2022.18.788.1334"
"35048584","[Rheumatology: 2021 update]","Finckh A, Genevay S, Iudici M, Lazarou I, Nissen MJ, Lauper K.","Rev Med Suisse. 2022 Jan 19;18(764-5):69-73. doi: 10.53738/REVMED.2022.18.764-65.69.","Finckh A","Rev Med Suisse","2022","2022/01/20","","","10.53738/REVMED.2022.18.764-65.69"
"36314092","[Thiamin: Simply a vitamin?]","Silhadi S, Pinaud SÉ, Nendaz M, Stirnemann J.","Rev Med Suisse. 2022 Oct 26;18(801):2020-2023. doi: 10.53738/REVMED.2022.18.801.2020.","Silhadi S","Rev Med Suisse","2022","2022/10/31","","","10.53738/REVMED.2022.18.801.2020"
"35306772","Les bienfaits de la thérapie aquatique sur les lombalgies chroniques","Fritschi H.","Rev Med Suisse. 2022 Mar 16;18(773):498. doi: 10.53738/REVMED.2022.18.773.498.","Fritschi H","Rev Med Suisse","2022","2022/03/20","","","10.53738/REVMED.2022.18.773.498"
"34078975","The international ENIGMA-II substudy on postoperative cognitive disorders (ISEP)","Haller G, Chan MTV, Combescure C, Lopez U, Pichon I, Licker M, Fournier R, Myles P.","Sci Rep. 2021 Jun 2;11(1):11631. doi: 10.1038/s41598-021-91014-8.","Haller G","Sci Rep","2021","2021/06/03","PMC8173006","","10.1038/s41598-021-91014-8"
"36087092","Deep-TOF-PET: Deep learning-guided generation of time-of-flight from non-TOF brain PET images in the image and projection domains","Sanaat A, Akhavanalaf A, Shiri I, Salimi Y, Arabi H, Zaidi H.","Hum Brain Mapp. 2022 Nov;43(16):5032-5043. doi: 10.1002/hbm.26068. Epub 2022 Sep 10.","Sanaat A","Hum Brain Mapp","2022","2022/09/10","PMC9582376","","10.1002/hbm.26068"
"34480771","MRI-guided attenuation correction in torso PET/MRI: Assessment of segmentation-, atlas-, and deep learning-based approaches in the presence of outliers","Arabi H, Zaidi H.","Magn Reson Med. 2022 Feb;87(2):686-701. doi: 10.1002/mrm.29003. Epub 2021 Sep 4.","Arabi H","Magn Reson Med","2022","2021/09/04","PMC9292636","","10.1002/mrm.29003"
"34630291","Non-stenotic Carotid Plaques in Embolic Stroke of Unknown Source","Kamtchum-Tatuene J, Nomani AZ, Falcione S, Munsterman D, Sykes G, Joy T, Spronk E, Vargas MI, Jickling GC.","Front Neurol. 2021 Sep 22;12:719329. doi: 10.3389/fneur.2021.719329. eCollection 2021.","Kamtchum-Tatuene J","Front Neurol","2021","2021/10/11","PMC8492999","","10.3389/fneur.2021.719329"
"35188356","À quoi sert la dose de rappel avec un vaccin à ARNm en pleine vague omicron ?","Jacquérioz F.","Rev Med Suisse. 2022 Feb 16;18(769):298. doi: 10.53738/REVMED.2022.18.769.298.","Jacquérioz F","Rev Med Suisse","2022","2022/02/21","","","10.53738/REVMED.2022.18.769.298"
"35048576","[Advances in gastroenterology and hepatology 2021]","Bastid C, Bronstein N, Ghassem-Zadeh S, Flattet Y, Gressot P, Mathys P, Spahr L, Frossard JL.","Rev Med Suisse. 2022 Jan 19;18(764-5):31-34. doi: 10.53738/REVMED.2022.18.764-65.31.","Bastid C","Rev Med Suisse","2022","2022/01/20","","","10.53738/REVMED.2022.18.764-65.31"
"35612177","Identifying Homogeneous Patient Clusters in Swiss University Hospital Through Latent Class Analysis","Cohen G, Briot P, Chopard P.","Stud Health Technol Inform. 2022 May 25;294:689-693. doi: 10.3233/SHTI220557.","Cohen G","Stud Health Technol Inform","2022","2022/05/25","","","10.3233/SHTI220557"
"35111868","Distribution of Aspergillus Species and Prevalence of Azole Resistance in Respiratory Samples From Swiss Tertiary Care Hospitals","Ragozzino S, Goldenberger D, Wright PR, Zimmerli S, Mühlethaler K, Neofytos D, Riat A, Boggian K, Nolte O, Conen A, Fankhauser H, Schreiber PW, Zbinden R, Lamoth F, Khanna N.","Open Forum Infect Dis. 2021 Dec 18;9(2):ofab638. doi: 10.1093/ofid/ofab638. eCollection 2022 Feb.","Ragozzino S","Open Forum Infect Dis","2021","2022/02/03","PMC8802793","","10.1093/ofid/ofab638"
"36425001","Crystallization of SrAl(12)O(19) Nanocrystals from Amorphous Submicrometer Particles","Afshani J, Perez Mellor A, Bürgi T, Hagemann H.","J Phys Chem C Nanomater Interfaces. 2022 Nov 17;126(45):19336-19345. doi: 10.1021/acs.jpcc.2c04284. Epub 2022 Nov 4.","Afshani J","J Phys Chem C Nanomater Interfaces","2022","2022/11/25","PMC9677969","","10.1021/acs.jpcc.2c04284"
"35760186","Fathers' anxiety levels during early postpartum: A comparison study between first-time and multi-child fathers","Daire C, de Tejada BM, Guittier MJ.","J Affect Disord. 2022 Sep 1;312:303-309. doi: 10.1016/j.jad.2022.06.052. Epub 2022 Jun 26.","Daire C","J Affect Disord","2022","2022/06/27","","","10.1016/j.jad.2022.06.052"
"34896623","High-resolution parahisian mapping and ablation using microelectrode embedded ablation catheters","Berte B, Hilfiker G, Mahida S, Wielandts JY, Almorad A, Knecht S, Shah D, Vijgen J, Duytschaever M, Kobza R.","Heart Rhythm. 2022 Apr;19(4):548-559. doi: 10.1016/j.hrthm.2021.12.006. Epub 2021 Dec 9.","Berte B","Heart Rhythm","2022","2021/12/13","","","10.1016/j.hrthm.2021.12.006"
"36477276","[Direct oral anticoagulant for venous thrombosis in unusual sites]","Bounaix L, Casini A, Blondon M, Fontana P.","Rev Med Suisse. 2022 Dec 7;18(807):2314-2318. doi: 10.53738/REVMED.2022.18.807.2314.","Bounaix L","Rev Med Suisse","2022","2022/12/08","","","10.53738/REVMED.2022.18.807.2314"
"36553975","Impact of Two Resuscitation Sequences on Alveolar Ventilation during the First Minute of Simulated Pediatric Cardiac Arrest: Randomized Cross-Over Trial","Suppan L, Jampen L, Siebert JN, Zünd S, Stuby L, Ozainne F.","Healthcare (Basel). 2022 Dec 5;10(12):2451. doi: 10.3390/healthcare10122451.","Suppan L","Healthcare (Basel)","2022","2022/12/23","PMC9777645","","10.3390/healthcare10122451"
"31830267","Moraxella lacunata Subacute Osteomyelitis in a Child","Mehmeti F, Cochard B, Cuérel C, De Coulon G, Dayer R, Steiger C, Ceroni D.","J Pediatric Infect Dis Soc. 2021 Mar 26;10(2):161-163. doi: 10.1093/jpids/piz089.","Mehmeti F","J Pediatric Infect Dis Soc","2021","2019/12/13","","","10.1093/jpids/piz089"
"35078692","Corrigendum to ""Central nervous system and systemic oxidative stress interplay with inflammation in a bile duct ligation rat model of type C hepatic encephalopathy"" [Free Radical Biol. Med. 178 (2022) 295-307 ISSN 0891-5849]","Pierzchala K, Simicic D, Sienkiewicz A, Sessa D, Mitrea S, Braissant O, McLin VA, Gruetter R, Cudalbu C.","Free Radic Biol Med. 2022 Mar;182:289. doi: 10.1016/j.freeradbiomed.2022.01.016. Epub 2022 Jan 22.","Pierzchala K","Free Radic Biol Med","2022","2022/01/26","","","10.1016/j.freeradbiomed.2022.01.016"
"35472777","First Report of Flipping Endothelial Graft Technique Effectiveness in a Non-Fuchs Patient","Solomos L, Gatzioufas Z, Panos GD, Kecik M, Massa H.","Klin Monbl Augenheilkd. 2022 Apr;239(4):393-396. doi: 10.1055/a-1766-5071. Epub 2022 Apr 26.","Solomos L","Klin Monbl Augenheilkd","2022","2022/04/26","","","10.1055/a-1766-5071"
"33689242","[Anti-DFS70: significance and clinical utility of a new anti-nuclear antibody]","Roux-Lombard P.","Rev Med Suisse. 2021 Mar 10;17(729):470-475.","Roux-Lombard P","Rev Med Suisse","2021","2021/03/10","","",""
"35616625","Molecule-like and lattice vibrations in metal clusters","Ramankutty KK, Yang H, Baghdasaryan A, Teyssier J, Nicu VP, Buergi T.","Phys Chem Chem Phys. 2022 Jun 8;24(22):13848-13859. doi: 10.1039/d1cp04708f.","Ramankutty KK","Phys Chem Chem Phys","2022","2022/05/26","PMC9176185","","10.1039/d1cp04708f"
"34464397","Risk factors for treatment failure in women with uncomplicated lower urinary tract infection","Martischang R, Godycki-Ćwirko M, Kowalczyk A, Kosiek K, Turjeman A, Babich T, Shiber S, Leibovici L, von Dach E, Harbarth S, Huttner A.","PLoS One. 2021 Aug 31;16(8):e0256464. doi: 10.1371/journal.pone.0256464. eCollection 2021.","Martischang R","PLoS One","2021","2021/08/31","PMC8407559","","10.1371/journal.pone.0256464"
"33369212","Study of thrombin generation with St Genesia to evaluate xaban pharmacodynamics: Analytical performances over 18 months","Foulon-Pinto G, Jourdi G, Perrin J, Abdoul J, Paris G, Gouin-Thibault I, Curis E, Lecompte T, Siguret V.","Int J Lab Hematol. 2021 Aug;43(4):821-830. doi: 10.1111/ijlh.13443. Epub 2020 Dec 28.","Foulon-Pinto G","Int J Lab Hematol","2021","2020/12/28","","","10.1111/ijlh.13443"
"35792588","[Are prisons compatible with diversity? The case of transgender persons in detention]","Blanc JS, Peigné N.","Rev Med Suisse. 2022 Jul 6;18(789):1353-1357. doi: 10.53738/REVMED.2022.18.789.1353.","Blanc JS","Rev Med Suisse","2022","2022/07/06","","","10.53738/REVMED.2022.18.789.1353"
"33296940","Contrast between Prevalence of HIT Antibodies and Confirmed HIT in Hospitalized COVID-19 Patients: A Prospective Study with Clinical Implications","Delrue M, Siguret V, Neuwirth M, Brumpt C, Voicu S, Burlacu R, Sène D, Chousterman BG, Mohamedi N, Lecompte T, Mégarbane B, Stépanian A.","Thromb Haemost. 2021 Jul;121(7):971-975. doi: 10.1055/a-1333-4688. Epub 2021 Jan 27.","Delrue M","Thromb Haemost","2021","2020/12/09","","","10.1055/a-1333-4688"
"34504135","Probiotics combined with rifaximin influence the neurometabolic changes in a rat model of type C HE","Flatt E, McLin VA, Braissant O, Pierzchala K, Mastromarino P, Mitrea SO, Sessa D, Gruetter R, Cudalbu C.","Sci Rep. 2021 Sep 9;11(1):17988. doi: 10.1038/s41598-021-97018-8.","Flatt E","Sci Rep","2021","2021/09/10","PMC8429411","","10.1038/s41598-021-97018-8"
"34310027","Predicting fever in neutropenia with safety-relevant events in children undergoing chemotherapy for cancer: The prospective multicenter SPOG 2015 FN Definition Study","Lavieri L, Koenig C, Bodmer N, Agyeman PKA, Scheinemann K, Ansari M, Roessler J, Ammann RA.","Pediatr Blood Cancer. 2021 Dec;68(12):e29253. doi: 10.1002/pbc.29253. Epub 2021 Jul 26.","Lavieri L","Pediatr Blood Cancer","2021","2021/07/26","","","10.1002/pbc.29253"
"34238799","Fully Automated Gross Tumor Volume Delineation From PET in Head and Neck Cancer Using Deep Learning Algorithms","Shiri I, Arabi H, Sanaat A, Jenabi E, Becker M, Zaidi H.","Clin Nucl Med. 2021 Nov 1;46(11):872-883. doi: 10.1097/RLU.0000000000003789.","Shiri I","Clin Nucl Med","2021","2021/07/09","","","10.1097/RLU.0000000000003789"
"34890769","Central nervous system and systemic oxidative stress interplay with inflammation in a bile duct ligation rat model of type C hepatic encephalopathy","Pierzchala K, Simicic D, Sienkiewicz A, Sessa D, Mitrea S, Braissant O, McLin VA, Gruetter R, Cudalbu C.","Free Radic Biol Med. 2022 Jan;178:295-307. doi: 10.1016/j.freeradbiomed.2021.12.011. Epub 2021 Dec 8.","Pierzchala K","Free Radic Biol Med","2022","2021/12/10","","","10.1016/j.freeradbiomed.2021.12.011"
"33291033","Variations in consecutive serum neurofilament light levels in healthy controls and multiple sclerosis patients","Bridel C, Verberk IMW, Heijst JJA, Killestein J, Teunissen CE.","Mult Scler Relat Disord. 2021 Jan;47:102666. doi: 10.1016/j.msard.2020.102666. Epub 2020 Dec 1.","Bridel C","Mult Scler Relat Disord","2021","2020/12/08","","","10.1016/j.msard.2020.102666"
"35481517","Le pied diabétique infecté","Pham TT.","Rev Med Suisse. 2022 Apr 27;18(779):834-836. doi: 10.53738/REVMED.2022.18.779.834.","Pham TT","Rev Med Suisse","2022","2022/04/28","","","10.53738/REVMED.2022.18.779.834"
